# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	NOTE	TOKENS	VALUE	SAGARTID	MORPHEMES
3401	cʰ æ̂/æ d		97	228	big	SiyuewuKhroskyabs	cʰæ̂d	38810		cʰ æ̂/æ d	cʰæ̂d	0	BIG
3715	- - t ī - - - - -		96	224	big	BragbarSitu	tī			t ī	tī	0	BIG
3716	u + - k t ə̂/ə - - - - -		96	227 224	big	BragbarSitu	u-ktə̂			u + k t ə̂/ə	u-ktə̂	0	_big BIG
4231	tɕʰ æ -		97	228	big	Geshiza	tɕʰæ			tɕʰ æ	tɕʰæ	0	BIG
4331	qʰ r ⁵⁵/a -		98	216	big	GuanyinqiaoKhroskyabs	qʰra⁵⁵			qʰ r ⁵⁵/a	qʰra⁵⁵	0	BIG
4332	cçʰ ⁵³/ɛ -		97	228	big	GuanyinqiaoKhroskyabs	cçʰɛ⁵³			cçʰ ⁵³/ɛ	cçʰɛ⁵³	0	BIG
4838	qʰ r ⁵⁵/a ʔ		98	216	big	NjorogsKhroskyabs	qʰraʔ⁵⁵			qʰ r ⁵⁵/a ʔ	qʰraʔ⁵⁵	0	BIG
5251	- x t ɛ ʔ - - - -		96	224	big	Tshobdun	xtεʔ			x t ɛ ʔ	xtεʔ	0	BIG
5395	k ə + - x t í ʔ - - - -		96	7777 224	big	NgyaltsuZbu	kə-xtíʔ			k ə + x t í ʔ	kə-xtíʔ	0	_big BIG
5821	- - t ³¹/u - p ⁵⁵/o - -		96	224	big	Zlarong	tu31po55			t ³¹/u p ⁵⁵/o	tu31po55	0	BIG
5853	k ə + - k t u - - - - -		96	7777 224	big	KyomkyoSitu	kəktu			k ə + k t u	kəktu	0	_big BIG
6514	cʰ ɛ -		97	228	big	MazurStau	cʰɛ			cʰ ɛ	cʰɛ		BIG
#
161	m a k ɨ w a		111	240	black	Bantawa	makɨwa			m a k ɨ w a	makɨwa	0	BLACK
278	ȵ - a - - ȵ a		511	242 243	black	Daofu	ȵa ȵa	19300	!cognates	ȵ a ȵ a	ȵa ȵa	511	
279	g a + ȵ - a - - - -		108	7743 242	black	Daofu	ga ȵa	19301		g a + ȵ a	ga ȵa	511	_black BLACK
549	ɲ - a - ʁ - -		108	242	black	Japhug	ɲaʁ	737		ɲ a ʁ	ɲaʁ	511	BLACK
923	n j ¹/aː - - - -		108	242	black	Tangut	njaa¹	741		n j ¹/aː	njaa¹	511	BLACK
1250	ɲ - á/a - - - -		108	242	black	WobziKhroskyabs	ɲá	31565		ɲ á/a	ɲá	511	BLACK
1545	n ⁵⁵/a - - n ⁵⁵/a	tib?	109	246	black	Zhaba	na⁵⁵na⁵⁵	22400		n ⁵⁵/a n ⁵⁵/a	na⁵⁵na⁵⁵	511	BLACK
1813	k ə + n ɐ - k - -	tib?	109	245 246	black	MaerkangrGyalrong	kə nɐk	18021		k ə + n ɐ k	kə nɐk	511	_black BLACK
2060	ȵ - ⁵⁵/i - - ȵ ³³/i		108	242	black	MuyaKangding	ȵi⁵⁵ȵi³³	23022		ȵ ⁵⁵/i ȵ ³³/i	ȵi⁵⁵ȵi³³	0	BLACK
2420	ɲ - i - - ɲ ¹/i		108	242	black	MenyaGao	1ɲiɲi			ɲ i ɲ ¹/i	1ɲiɲi	0	BLACK
2630	n - a - k - -		108	242	black	OldBurmese	nak	31060		n a k	nak	511	BLACK
2870	ȵ - ⁵⁵/e - - ȵ ³³/e		108	242	black	QueyuXinlong	ȵe⁵⁵ȵe³³	20613		ȵ ⁵⁵/e ȵ ³³/e	ȵe⁵⁵ȵe³³	0	BLACK
3182	ɲ - ē/e - - ɲ ē/e		108	242	black	QueyuPubarong	ɲēɲē			ɲ ē/e ɲ ē/e	ɲēɲē	0	BLACK
3402	ɲ - ǽ/æ - ʁ - -		108	242	black	SiyuewuKhroskyabs	ɲǽʁ	38811		ɲ ǽ/æ ʁ	ɲǽʁ	0	BLACK
3717	n â/a - k - -	tib?	109	246	black	BragbarSitu	nâk			n â/a k	nâk	0	BLACK
4133	ɲ - a - - - -		108	242	black	Geshiza	ɲa			ɲ a	ɲa	0	BLACK
4333	ɲ - ⁵⁵/ɑ - - - -		108	242	black	GuanyinqiaoKhroskyabs	ɲɑ⁵⁵			ɲ ⁵⁵/ɑ	ɲɑ⁵⁵	0	BLACK
4818	ɲ - a ʔ ⁵⁵/q - -		108	242	black	NjorogsKhroskyabs	ɲaʔq⁵⁵			ɲ a ʔ ⁵⁵/q	ɲaʔq⁵⁵	0	BLACK
5098	ɲ - a - - - -		108	242	black	Tshobdun	ɲa			ɲ a	ɲa	0	BLACK
5384	k ə + ɲ - ɐ̂/ɐ - ʁ - -		108	245 242	black	NgyaltsuZbu	kə-ɲɐ̂ʁ			k ə + ɲ ɐ̂/ɐ ʁ	kə-ɲɐ̂ʁ	0	_black BLACK
5710	ȵ - ³¹/i - - ȵ ⁵³/i		108	242	black	Zlarong	ȵi31ȵi53			ȵ ³¹/i ȵ ⁵³/i	ȵi31ȵi53	0	BLACK
5854	k ə + n e ʔ k - -	tib?	109	245 246	black	KyomkyoSitu	kəneʔk			k ə + n e ʔ k	kəneʔk	0	_black BLACK
6515	ɲ - æ - - - -		108	242	black	MazurStau	ɲæ			ɲ æ	ɲæ		BLACK
#
110	k e ŋ m a + k e ŋ a		118	267 268	cold (of temperature)	Bantawa	keŋma (keŋa)			k e ŋ m a + k e ŋ a	keŋma (keŋa)	0	_cold COLD
280	ʂ kʰ u - ʂ kʰ u		1384	273 272	cold (of temperature)	Daofu	ʂkhu ʂkhu	19366	!cognates	ʂ kʰ u ʂ kʰ u	ʂkhu ʂkhu	1384	
550	m ɯ ɕ t a ʁ		115	7788	cold (of temperature)	Japhug	mɯɕtaʁ	1532		m ɯ ɕ t a ʁ	mɯɕtaʁ	1002	COLD
924	d ²/a̙		123	280	cold (of temperature)	Tangut	dạ²	1536		d ²/a̙	dạ²	1002	COLD
925	- - - - - dʑ j i j - - - -		114	284	cold (of temperature)	Tangut	dʑjij	38018		dʑ j i j	dʑjij	10187	COLD
1251	r kʰ ô/o - - - -		113	273	cold (of temperature)	WobziKhroskyabs	rkʰô	31577		r kʰ ô/o	rkʰô	1384	COLD
1546	v ⁵⁵/ɪ v ⁵⁵/ɪ		124	282	cold (of temperature)	Zhaba	vɪ⁵⁵vɪ⁵⁵	21835		v ⁵⁵/ɪ v ⁵⁵/ɪ	vɪ⁵⁵vɪ⁵⁵	2307	COLD
1547	⁵⁵/ʌ g u ⁵⁵/ɛ		125	285	cold (of temperature)	Zhaba	ʌ⁵⁵guɛ⁵⁵	24018		⁵⁵/ʌ g u ⁵⁵/ɛ	ʌ⁵⁵guɛ⁵⁵	2793	COLD
1814	k ə + m ə ʃ t ɑ k		1002	275 7788 270	cold (of temperature)	MaerkangrGyalrong	kə mə ʃtɑk	18059	!cognates	k ə + m ə ʃ t ɑ k	kə mə ʃtɑk	1002	
2061	n d z ³³/a n d z ⁵⁵/a		117	276	cold (of temperature)	MuyaKangding	ndza³³ndza⁵⁵	23454		n d z ³³/a n d z ⁵⁵/a	ndza³³ndza⁵⁵	0	COLD
2560	n d z æ̙ n d z ²/æ̙		117	276	cold (of temperature)	MenyaGao	2ndzæ̠ndzæ̠			n d z æ̙ n d z ²/æ̙	2ndzæ̠ndzæ̠	0	COLD
2631	ʔ e ɦ		121	277	cold (of temperature)	OldBurmese	ʔeḥ	31061		ʔ e ɦ	ʔeḥ	3264	COLD
2871	- - - q ⁵⁵/a tʃ - ¹³/a - - - - -		114	284	cold (of temperature)	QueyuXinlong	qa⁵⁵tʃa¹³	20661		q ⁵⁵/a tʃ ¹³/a	qa⁵⁵tʃa¹³	0	COLD
2872	- - - - - tʃ - ¹³/a - tʃ ⁵⁵/a - -		114	284	cold (of temperature)	QueyuXinlong	tʃa¹³tʃa⁵⁵	20660		tʃ ¹³/a tʃ ⁵⁵/a	tʃa¹³tʃa⁵⁵	0	COLD
3274	ʈʂ ō/o		122	278	cold (of temperature)	QueyuPubarong	tʂō			ʈʂ ō/o	tʂō	0	COLD
3403	r kʰ ô/o - - - -		113	273	cold (of temperature)	SiyuewuKhroskyabs	rkʰô	38812		r kʰ ô/o	rkʰô	0	COLD
3718	m ə ɕ t i â/a k		0	7788 270	cold (of temperature)	BragbarSitu	mə-ɕtiâk		!cognates	m ə ɕ t i â/a k	mə-ɕtiâk	0	
4178	r kʰ o - - - -		113	273	cold (of temperature)	Geshiza	rkʰo			r kʰ o	rkʰo	0	COLD
4334	r kʰ ⁵³/o - - - -		113	273	cold (of temperature)	GuanyinqiaoKhroskyabs	rkʰo⁵³			r kʰ ⁵³/o	rkʰo⁵³	0	COLD
4864	r kʰ ⁵⁵/o ʔ - - -		113	273	cold (of temperature)	NjorogsKhroskyabs	rkʰoʔ⁵⁵			r kʰ ⁵⁵/o ʔ	rkʰoʔ⁵⁵	0	COLD
5241	w ɐ - - - ⁿdʒ - i - ʔ - - -		114	284	cold (of temperature)	Tshobdun	wɐⁿdʒiʔ			w ɐ ⁿdʒ i ʔ	wɐⁿdʒiʔ	0	COLD
5393	k ə + v ɐ n dʑ ɐ̂/ɐ		116	275 269	cold (of temperature)	NgyaltsuZbu	kə-vɐndʑɐ̂			k ə + v ɐ n dʑ ɐ̂/ɐ	kə-vɐndʑɐ̂	0	COLD _cold
5694	- - n - - dʑ - ³¹/a - - - l ⁵³/i		114	284	cold (of temperature)	Zlarong	ndʑa31li53			n dʑ ³¹/a l ⁵³/i	ndʑa31li53	0	COLD
5855	k ə + m ə ʃ t a k		115	275 7788	cold (of temperature)	KyomkyoSitu	kəməʃtak			k ə + m ə ʃ t a k	kəməʃtak	0	_cold COLD
6516	r kʰ u - - - -		113	273	cold (of temperature)	MazurStau	rkʰu			r kʰ u	rkʰu		COLD
#
281	ŋ i ŋ i		5043	300 301	correct (right)	Daofu	ŋi ŋi	19349	!cognates	ŋ i ŋ i	ŋi ŋi	5043	
551	ɣ ɤ ŋg i -		126	303	correct (right)	Japhug	ɣɤŋgi	1691		ɣ ɤ ŋg i	ɣɤŋgi	1465	CORRECT
552	ɯ + s t u - - - -		127	312 305	correct (right)	Japhug	ɯ-stu	32322		ɯ + s t u	ɯ-stu	3976	_correct CORRECT
927	tɕ j ɨ j		137	313	correct (right)	Tangut	tɕjɨj	38182		tɕ j ɨ j	tɕjɨj	0	CORRECT
1252	v - ɟ ê/e -		126	303	correct (right)	WobziKhroskyabs	vɟê	31579		v ɟ ê/e	vɟê	5042	CORRECT
1548	t ³³/ʌ n dʑ ⁵⁵/a		135	310	correct (right)	Zhaba	tʌ³³ndʑa⁵⁵	21818		t ³³/ʌ n dʑ ⁵⁵/a	tʌ³³ndʑa⁵⁵	4542	CORRECT
1815	w ɐ + s t o t - - -		127	298 305	correct (right)	MaerkangrGyalrong	wɐ stot	18047		w ɐ + s t o t	wɐ stot	3976	_correct CORRECT
2062	ɴ ³³/a - - + t ⁵⁵/i		128	300 307	correct (right)	MuyaKangding	ɴa³³ (ti⁵⁵)	20865		ɴ ³³/a + t ⁵⁵/i	ɴa³³ (ti⁵⁵)	0	CORRECT _correct
2632	m̥ a n		134	308	correct (right)	OldBurmese	mhan	31062		m̥ a n	mhan	3908	CORRECT
2873	- - ʑ ¹³/e -		126	303	correct (right)	QueyuXinlong	ʑe¹³	20645		ʑ ¹³/e	ʑe¹³	0	CORRECT
3275	- - ʑ i -		126	303	correct (right)	QueyuPubarong	ʑi			ʑ i	ʑi	0	CORRECT
3404	v - ɟ ê/e -		126	303	correct (right)	SiyuewuKhroskyabs	vɟê	38813		v ɟ ê/e	vɟê	0	CORRECT
3719	v a + s ū/u		129	298 299	correct (right)	BragbarSitu	va-sū			v a + s ū/u	va-sū	0	CORRECT _correct
4237	- t ɔ - - - -		127	305	correct (right)	Geshiza	tɔ			t ɔ	tɔ	0	CORRECT
4335	v - ɟj ⁵³/i -		126	303	correct (right)	GuanyinqiaoKhroskyabs	vɟji⁵³			v ɟj ⁵³/i	vɟji⁵³	0	CORRECT
4960	v - ɟj ⁵⁵/e -		126	303	correct (right)	NjorogsKhroskyabs	vɟje⁵⁵			v ɟj ⁵⁵/e	vɟje⁵⁵	0	CORRECT
5242	w ɐ ⁿg i ʔ		126	303	correct (right)	Tshobdun	wɐⁿgiʔ			w ɐ ⁿg i ʔ	wɐⁿgiʔ	0	CORRECT
5498	v ɐ ⁿɟ í -		126	303	correct (right)	NgyaltsuZbu	vɐⁿɟí			v ɐ ⁿɟ í	vɐⁿɟí	0	CORRECT
5791	- tʰ ³¹/o - ⁵⁵/a s ³¹/ɨ		127	305	correct (right)	Zlarong	tho31a55sɨ31			tʰ ³¹/o ⁵⁵/a s ³¹/ɨ	tho31a55sɨ31	0	CORRECT
5856	k a + cʰ a		131	304 7854	correct (right)	KyomkyoSitu	kacha			k a + cʰ a	kacha	0	_correct CORRECT
6504	ɴ ¹/æ̙ - -		128	300	correct (right)	MenyaGao				ɴ ¹/æ̙			CORRECT
6517	ŋ e - -		128	300	correct (right)	MazurStau	ŋe			ŋ e	ŋe		CORRECT
#
160	m a k c ɨ k p a		145	326	dark	Bantawa	makcɨkpa			m a k c ɨ k p a	makcɨkpa	0	DARK
282	ʁ - n ɛ - ʁ n ɛ		1363	327 328	dark	Daofu	ʁnɛ ʁnɛ	19312	!cognates	ʁ n ɛ ʁ n ɛ	ʁnɛ ʁnɛ	1363	
283	g ɛ + ʁ - n ɛ - - - -		138	7742 327	dark	Daofu	gɛ ʁnɛ	19313		g ɛ + ʁ n ɛ	gɛ ʁnɛ	1363	_dark DARK
553	q a n ɯ - - - -		138	327	dark	Japhug	qanɯ	30536		q a n ɯ	qanɯ	1363	DARK
928	m u - r		142	340	dark	Tangut	mur	38147		m u r	mur	4209	DARK
1253	ʁ - n î - - - -		138	327	dark	WobziKhroskyabs	ʁnî	31582		ʁ n î	ʁnî	1363	DARK
1549	n ³³/a - - + p ⁵⁵/u p ³³/u	tib	141	341 338	dark	Zhaba	na³³pu⁵⁵pu³³	16541		n ³³/a + p ⁵⁵/u p ³³/u	na³³pu⁵⁵pu³³	144	_dark DARK
1816	m ɐ + k ə + kʰ s ɐ l		139	331 332 333	dark	MaerkangrGyalrong	mɐ kə khsɐl	18028		m ɐ + k ə + kʰ s ɐ l	mɐ kə khsɐl	990	_dark DARK _dark
2419	ɲ i + ɕ u ɕ ¹/u		144	7739 7740	dark	MenyaGao	1ɲiɕuɕu			ɲ i + ɕ u ɕ ¹/u	1ɲiɕuɕu	0	DARK _dark
2633	m̥ ²/o ŋ -		142	340	dark	OldBurmese	mho₂ṅ	31063		m̥ ²/o ŋ	mho₂ṅ	144	DARK
2874	m ⁵⁵/a + p s u ⁵⁵/e		140	331 7741	dark	QueyuXinlong	ma⁵⁵psue⁵⁵	20621		m ⁵⁵/a + p s u ⁵⁵/e	ma⁵⁵psue⁵⁵	0	DARK _dark
3276	ɲ e + p ɨ̄/ɨ p ɨ		141	7739 338	dark	QueyuPubarong	ɲe pɨ̄pɨ			ɲ e + p ɨ̄/ɨ p ɨ	ɲe pɨ̄pɨ	0	_dark DARK
3405	ʁ - n î - - - -		138	327	dark	SiyuewuKhroskyabs	ʁnî	38814		ʁ n î	ʁnî	0	DARK
3720	r - ɲ ī/i s - - -		138	327	dark	BragbarSitu	rɲīs			r ɲ ī/i s	rɲīs	0	DARK
4026	a̯/a - n æ - - - -		138	327	dark	Geshiza	a̯næ			a̯/a n æ	a̯næ	0	DARK
4336	ʁ - n ⁵³/i - - - -		138	327	dark	GuanyinqiaoKhroskyabs	ʁni⁵³			ʁ n ⁵³/i	ʁni⁵³	0	DARK
4893	ʁ - n ⁵⁵/i - - - -		138	327	dark	NjorogsKhroskyabs	ʁni⁵⁵			ʁ n ⁵⁵/i	ʁni⁵⁵	0	DARK
5127	q ɐ́/ɐ n u - - - -		138	327	dark	Tshobdun	qɐ́nu			q ɐ́/ɐ n u	qɐ́nu	0	DARK
5299	k ɐ + l d ô/o v		139	332 335	dark	NgyaltsuZbu	kɐ-ldôv			k ɐ + l d ô/o v	kɐ-ldôv	0	DARK _dark
5387	k ə + q ɐ n î - - - -		138	332 327	dark	NgyaltsuZbu	kə-qɐnî			k ə + q ɐ n î	kə-qɐnî	0	_dark DARK
5670	n ³¹/a kʰ ⁵⁵/ũ	tib	143	341	dark	Zlarong	na31khũ55			n ³¹/a kʰ ⁵⁵/ũ	na31khũ55	0	DARK
6518	ʁ - n ɛ - - - -		138	327	dark	MazurStau	ʁnɛ			ʁ n ɛ	ʁnɛ		DARK
#
284	m i + x ts o ŋ - -	tib	152	356 357	dirty	Daofu	mi xtsoŋ	19384		m i + x ts o ŋ	mi xtsoŋ	1005	DIRTY _dirty
554	- - ɴ qʰ i - - -		151	7855	dirty	Japhug	ɴqʰi	2062		ɴ qʰ i	ɴqʰi	1104	DIRTY
929	- - - tɕ i o - r		151	7855	dirty	Tangut	tɕior	38136		tɕ i o r	tɕior	10192	DIRTY
1254	- l - qʰ - ǽ/æ - l		151	7855	dirty	WobziKhroskyabs	lqʰǽl	31587		l qʰ ǽ/æ l	lqʰǽl	1104	DIRTY
1550	m ³³/a + ʂ ts ⁵⁵/ʊ̃ - m ³³/a	tib	152	356 357	dirty	Zhaba	ma³³ʂtsᴜ̃⁵⁵ma³³	18066		m ³³/a + ʂ ts ⁵⁵/ʊ̃ m ³³/a	ma³³ʂtsᴜ̃⁵⁵ma³³	1005	DIRTY _dirty
1817	m ɑ + k ʃ o		152	356 360	dirty	MaerkangrGyalrong	mɑk ʃo	18071		m ɑ + k ʃ o	mɑk ʃo	1009	DIRTY _dirty
2063	tɕʰ ⁵⁵/ɑ m ⁵³/ɑ		155	361	dirty	MuyaKangding	tɕhɑ⁵⁵mɑ⁵³	23093		tɕʰ ⁵⁵/ɑ m ⁵³/ɑ	tɕhɑ⁵⁵mɑ⁵³	0	DIRTY
2458	tɕʰ a̙ m ¹/a̙		155	361	dirty	MenyaGao	1tɕha̠ma̠			tɕʰ a̙ m ¹/a̙	1tɕha̠ma̠	0	DIRTY
2634	ññ/ȵ a c + p a t		160	365 366	dirty	OldBurmese	ññac◦pat	31064		ññ/ȵ a c + p a t	ññac◦pat	1364	DIRTY _dirty
2875	q ⁵⁵/a s ts u ⁵⁵/e - - -		153	368	dirty	QueyuXinlong	qa⁵⁵stsue⁵⁵	20672		q ⁵⁵/a s ts u ⁵⁵/e	qa⁵⁵stsue⁵⁵	0	DIRTY
3277	- - x ts w ə l y ē/e		153	368	dirty	QueyuPubarong	xtswəlyē			x ts w ə l y ē/e	xtswəlyē	0	DIRTY
3406	- r - qʰ - ǽ/æ - l		151	7855	dirty	SiyuewuKhroskyabs	rqʰǽl	38815		r qʰ ǽ/æ l	rqʰǽl	0	DIRTY
3721	- - ŋ kʰ i ē/e - r		151	7855	dirty	BragbarSitu	ŋkhiēr			ŋ kʰ i ē/e r	ŋkhiēr	0	DIRTY
4337	- l - qʰ - ⁵⁵/a - l		151	7855	dirty	GuanyinqiaoKhroskyabs	lqʰal⁵⁵			l qʰ ⁵⁵/a l	lqʰal⁵⁵	0	DIRTY
4810	- - n q - ⁵⁵/a ʔ r		151	7855	dirty	NjorogsKhroskyabs	nqaʔr⁵⁵			n q ⁵⁵/a ʔ r	nqaʔr⁵⁵	0	DIRTY
5520	m ɐ + k ɐ + χ s r û		152	356 362 363	dirty	NgyaltsuZbu	mɐ-k-ɐχsrû			m ɐ + k ɐ + χ s r û	mɐ-k-ɐχsrû	0	DIRTY _dirty _dirty
5811	ts ⁵⁵/ɔ p ⁵³/e	tib	156	370	dirty	Zlarong	tsɔ55pe53			ts ⁵⁵/ɔ p ⁵³/e	tsɔ55pe53	0	DIRTY
5857	k ə n k - ə ʔ r		151	7855	dirty	KyomkyoSitu	kənkəʔr			k ə n k ə ʔ r	kənkəʔr	0	DIRTY
6519	- - r dz - ɛ - - -		153	368	dirty	MazurStau	rdzɛ			r dz ɛ	rdzɛ		DIRTY
#
35	cʰ o p m a + cʰ o a		168	380 381	dry	Bantawa	cʰopma (cʰoa)			cʰ o p m a + cʰ o a	cʰopma (cʰoa)	0	DRY _dry
285	ɣ r - o - ɣ r o		993	383 384	dry	Daofu	ɣro ɣro	19328	!cognates	ɣ r o ɣ r o	ɣro ɣro	993	
555	- - - r o m - -		164	382	dry	Japhug	rom	31302		r o m	rom	993	DRY
556	s p - ɯ -		163	388	dry	Japhug	spɯ	31309		s p ɯ	spɯ	3703	DRY
557	z b - a ʁ		163	388	dry	Japhug	zbaʁ	2274		z b a ʁ	zbaʁ	1199	DRY
930	- - - r o w ¹/r -		164	382	dry	Tangut	rowr¹	2278		r o w ¹/r	rowr¹	993	DRY
1255	z b - î -		163	388	dry	WobziKhroskyabs	zbî	31591		z b î	zbî	1199	DRY
1551	ʈʂ ³³/y ʈʂ ⁵⁵/y		166	392	dry	Zhaba	tʂy³³tʂy⁵⁵	21801		ʈʂ ³³/y ʈʂ ⁵⁵/y	tʂy³³tʂy⁵⁵	2297	DRY
1818	k ə + - - - r ɑ m - -		164	386 382	dry	MaerkangrGyalrong	kə rɑm	18038		k ə + r ɑ m	kə rɑm	993	_dry DRY
2064	- r - ³³/a - - r ⁵³/a		162	383	dry	MuyaKangding	ra³³ra⁵³	23039		r ³³/a r ⁵³/a	ra³³ra⁵³	0	DRY
2523	- ʐ - æ̙ - - ʐ ¹/æ̠		162	383	dry	MenyaGao	1ʐæ̠ʐæ̠			ʐ æ̙ ʐ ¹/æ̠	1ʐæ̠ʐæ̠	0	DRY
2635	kʰ r - ²/o k - - -		162	383	dry	OldBurmese	khro₂k	31065		kʰ r ²/o k	khro₂k	220	DRY
2876	- r - ¹³/u - - r ³³/u		162	383	dry	QueyuXinlong	ru¹³ru³³	23597		r ¹³/u r ³³/u	ru¹³ru³³	0	DRY
3264	- ʐ - o - - - -		162	383	dry	QueyuPubarong	ʐo			ʐ o	ʐo	0	DRY
3407	ʁ r - ú/u - - - -		162	383	dry	SiyuewuKhroskyabs	ʁrú	38816		ʁ r ú/u	ʁrú	0	DRY
3723	- - - r ā/a m - -		164	382	dry	BragbarSitu	rām			r ā/a m	rām	0	DRY
4288	w r - o - - - -		162	383	dry	Geshiza	wro			w r o	wro	0	DRY
4338	z b j ⁵³/u -		163	388	dry	GuanyinqiaoKhroskyabs	zbju⁵³			z b j ⁵³/u	zbju⁵³	0	DRY
4339	ʁ r - ⁵⁵/u - - - -		162	383	dry	GuanyinqiaoKhroskyabs	ʁru⁵⁵			ʁ r ⁵⁵/u	ʁru⁵⁵	0	DRY
4984	z b - u ⁵⁵/k		163	388	dry	NjorogsKhroskyabs	zbuk⁵⁵			z b u ⁵⁵/k	zbuk⁵⁵	0	DRY
5159	- r ʁ o - - - - + k ɐ́/ɐ + - r ʁ o - - - -		162	383 386 383	dry	Tshobdun	rʁo kɐ́-rʁo			r ʁ o + k ɐ́/ɐ + r ʁ o	rʁo kɐ́-rʁo	0	DRY _dry _dry
5179	s ə ɣ r ɐ m - -		164	382	dry	Tshobdun	səɣrɐm			s ə ɣ r ɐ m	səɣrɐm	0	DRY
5201	ʃ ɔ́/ɔ ʃ ə m		167	393	dry	Tshobdun	ʃɔ́ʃəm			ʃ ɔ́/ɔ ʃ ə m	ʃɔ́ʃəm	0	DRY
5391	k ə + s p - ɐ̂/ɐ ʁ		163	386 388	dry	NgyaltsuZbu	kə-spɐ̂ʁ			k ə + s p ɐ̂/ɐ ʁ	kə-spɐ̂ʁ	0	_dry DRY
5440	- - - r ɑ́/ɑ m - ʔ		164	382	dry	NgyaltsuZbu	rɑ́mʔ			r ɑ́/ɑ m ʔ	rɑ́mʔ	0	DRY
5743	- r - ³¹/ã - - r ⁵⁵/ã		162	383	dry	Zlarong	rã31rã55			r ³¹/ã r ⁵⁵/ã	rã31rã55	0	DRY
5858	k ə + r a ʔ m		0	386	dry	KyomkyoSitu	kəraʔm		!cognates	k ə + r a ʔ m	kəraʔm	0	
6520	ɣ r - o - - - -		162	383	dry	MazurStau	ɣro			ɣ r o	ɣro		DRY
#
214	r i m r i m		183	414	early	Bantawa	rimrim			r i m r i m	rimrim	0	EARLY
286	d ə + ɕ v a		173	417 7816	early	Daofu	də ɕva	19319		d ə + ɕ v a	də ɕva	991	_early EARLY
558	n ɯ m tɕ i		177	421	early	Japhug	nɯmtɕi	25786		n ɯ m tɕ i	nɯmtɕi	991	EARLY
1256	n - v s ê/e -		170	418	early	WobziKhroskyabs	nvsê	31594		n v s ê/e	nvsê	991	EARLY
1552	t ⁵⁵/ə r - ⁵⁵/a		172	429	early	Zhaba	tə⁵⁵ra⁵⁵	21793		t ⁵⁵/ə r ⁵⁵/a	tə⁵⁵ra⁵⁵	2295	EARLY
1819	k ə + n ə pʰ s o -		991	423 418 416	early	MaerkangrGyalrong	kə nə phso	18032	!cognates	k ə + n ə pʰ s o	kə nə phso	991	
2065	tʰ ⁵⁵/ɐ - - x ⁵³/æ		171	424	early	MuyaKangding	thɐ⁵⁵xæ⁵³	20762		tʰ ⁵⁵/ɐ x ⁵³/æ	thɐ⁵⁵xæ⁵³	0	EARLY
2544	- - k ɛ x ²/ʌ		171	424	early	MenyaGao	2kɛxʌ			k ɛ x ²/ʌ	2kɛxʌ	0	EARLY
2877	q ⁵⁵/a ŋ g u ⁵⁵/ə		179	427	early	QueyuXinlong	qa⁵⁵ŋguə⁵⁵	20626		q ⁵⁵/a ŋ g u ⁵⁵/ə	qa⁵⁵ŋguə⁵⁵	0	EARLY
3278	- - ʐ j e		172	429	early	QueyuPubarong	ʐje			ʐ j e	ʐje	0	EARLY
3408	dʑ ə́/ə ɣ n e		180	428	early	SiyuewuKhroskyabs	dʑə́ɣne	38817		dʑ ə́/ə ɣ n e	dʑə́ɣne	0	EARLY
3724	n ə p s ō/o s		0	418 416	early	BragbarSitu	nə-psōs		!cognates	n ə p s ō/o s	nə-psōs	0	
4150	ŋ u i		176	419	early	Geshiza	ŋui			ŋ u i	ŋui	0	EARLY
4340	n - v s ⁵³/e -		170	418	early	GuanyinqiaoKhroskyabs	nvse⁵³			n v s ⁵³/e	nvse⁵³	0	EARLY
4799	n ³³/ə f s ⁵³/o -		170	418	early	NjorogsKhroskyabs	nə³³fso⁵³			n ³³/ə f s ⁵³/o	nə³³fso⁵³	0	EARLY
5521	- cʰ é/e cʰ e		174	416	early	NgyaltsuZbu	chéche			cʰ é/e cʰ e	chéche	0	EARLY
5859	t a w o		178	422	early	KyomkyoSitu	tawo			t a w o	tawo	0	EARLY
6521			173	7816	early	MazurStau	ɕwæ			ɕ w æ	ɕwæ		EARLY
6522			181	7958	early	MazurStau	bo			b o	bo		EARLY
6523			182	7959	early	MazurStau	sŋæ			s ŋ æ	sŋæ		EARLY
#
144	l e k k a		0	436 437	eight	Bantawa	lek-ka		!cognates	l e k k a	lek-ka	0	
213	r e k w a		0	447 448	eight	Bantawa	rek-wa		!cognates	r e k w a	rek-wa	0	
287	- - - - - r - j - ɛ - - -		184	7733	eight	Daofu	rjɛ	19155		r j ɛ	rjɛ	183	EIGHT
559	- - - k ɯ r - c - a t - -		184	7733	eight	Japhug	kɯrcat	2592		k ɯ r c a t	kɯrcat	183	EIGHT
931	- - - - - - - j - a - r -		184	7733	eight	Tangut	jar	38119		j a r	jar	183	EIGHT
1257	- v - - - j - ɑ́/ɑ - - - - -		184	7733	eight	WobziKhroskyabs	vjɑ́	31599		v j ɑ́/ɑ	vjɑ́	183	EIGHT
1553	- - - - - - - ɟj - ⁵⁵/e - - -		184	7733	eight	Zhaba	ɟje⁵⁵	22903		ɟj ⁵⁵/e	ɟje⁵⁵	183	EIGHT
