# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	MORPHEMES	NOTE	TOKENS	VALUE	GLOSSES
5251	- x t ɛ ʔ - - - -		96	224	big	Tshobdun	xtεʔ				x t ɛ ʔ	xtεʔ	BIG
5395	k ə + - x t í ʔ - - - -		96	7777 224	big	NgyaltsuZbu	kə-xtíʔ				k ə + x t í ʔ	kə-xtíʔ	_big BIG
5821	- - t ³¹/u - p ⁵⁵/o - -		96	224	big	Zlarong	tu31po55				t ³¹/u p ⁵⁵/o	tu31po55	BIG
5853	k ə + - k t u - - - - -		96	7777 224	big	KyomkyoSitu	kəktu				k ə + k t u	kəktu	_big BIG
6514	cʰ ɛ -		97	228	big	MazurStau	cʰɛ				cʰ ɛ	cʰɛ	BIG
#
161	m a k ɨ w a		111	240	black	Bantawa	makɨwa				m a k ɨ w a	makɨwa	BLACK
279	g a + ȵ - a - - - -		108	7743 242	black	Daofu	ga ȵa	19301			g a + ȵ a	ga ȵa	_black BLACK
549	ɲ - a - ʁ - -		108	242	black	Japhug	ɲaʁ	737			ɲ a ʁ	ɲaʁ	BLACK
923	n j ¹/aː - - - -		108	242	black	Tangut	njaa¹	741			n j ¹/aː	njaa¹	BLACK
1250	ɲ - á/a - - - -		108	242	black	WobziKhroskyabs	ɲá	31565			ɲ á/a	ɲá	BLACK
1545	n ⁵⁵/a - - n ⁵⁵/a	tib?	2664	246	black	Zhaba	na⁵⁵na⁵⁵	22400	_246		n ⁵⁵/a n ⁵⁵/a	na⁵⁵na⁵⁵	BLACK
1813	k ə + n ɐ - k - -	tib?	2710	245 246	black	MaerkangrGyalrong	kə nɐk	18021	245 _246		k ə + n ɐ k	kə nɐk	_black BLACK
2060	ȵ - ⁵⁵/i - - ȵ ³³/i		108	242	black	MuyaKangding	ȵi⁵⁵ȵi³³	23022			ȵ ⁵⁵/i ȵ ³³/i	ȵi⁵⁵ȵi³³	BLACK
2420	ɲ - i - - ɲ ¹/i		108	242	black	MenyaGao	1ɲiɲi				ɲ i ɲ ¹/i	1ɲiɲi	BLACK
2630	n - a - k - -		108	242	black	OldBurmese	nak	31060			n a k	nak	BLACK
2870	ȵ - ⁵⁵/e - - ȵ ³³/e		108	242	black	QueyuXinlong	ȵe⁵⁵ȵe³³	20613			ȵ ⁵⁵/e ȵ ³³/e	ȵe⁵⁵ȵe³³	BLACK
3182	ɲ - ē/e - - ɲ ē/e		108	242	black	QueyuPubarong	ɲēɲē				ɲ ē/e ɲ ē/e	ɲēɲē	BLACK
3402	ɲ - ǽ/æ - ʁ - -		108	242	black	SiyuewuKhroskyabs	ɲǽʁ	38811			ɲ ǽ/æ ʁ	ɲǽʁ	BLACK
3717	n â/a - k - -	tib?	2925	246	black	BragbarSitu	nâk		_246		n â/a k	nâk	BLACK
4133	ɲ - a - - - -		108	242	black	Geshiza	ɲa				ɲ a	ɲa	BLACK
4333	ɲ - ⁵⁵/ɑ - - - -		108	242	black	GuanyinqiaoKhroskyabs	ɲɑ⁵⁵				ɲ ⁵⁵/ɑ	ɲɑ⁵⁵	BLACK
4818	ɲ - a ʔ ⁵⁵/q - -		108	242	black	NjorogsKhroskyabs	ɲaʔq⁵⁵				ɲ a ʔ ⁵⁵/q	ɲaʔq⁵⁵	BLACK
5098	ɲ - a - - - -		108	242	black	Tshobdun	ɲa				ɲ a	ɲa	BLACK
5384	k ə + ɲ - ɐ̂/ɐ - ʁ - -		108	245 242	black	NgyaltsuZbu	kə-ɲɐ̂ʁ				k ə + ɲ ɐ̂/ɐ ʁ	kə-ɲɐ̂ʁ	_black BLACK
5710	ȵ - ³¹/i - - ȵ ⁵³/i		108	242	black	Zlarong	ȵi31ȵi53				ȵ ³¹/i ȵ ⁵³/i	ȵi31ȵi53	BLACK
5854	k ə + n e ʔ k - -	tib?	3167	245 246	black	KyomkyoSitu	kəneʔk		245 _246		k ə + n e ʔ k	kəneʔk	_black BLACK
6515	ɲ - æ - - - -		108	242	black	MazurStau	ɲæ				ɲ æ	ɲæ	BLACK
#
110	k e ŋ m a + k e ŋ a		118	267 268	cold (of temperature)	Bantawa	keŋma (keŋa)				k e ŋ m a + k e ŋ a	keŋma (keŋa)	COLD _cold
550	m ɯ ɕ t a ʁ		115	7788	cold (of temperature)	Japhug	mɯɕtaʁ	1532			m ɯ ɕ t a ʁ	mɯɕtaʁ	COLD
924	d ²/a̙		123	280	cold (of temperature)	Tangut	dạ²	1536			d ²/a̙	dạ²	COLD
925	- - - - - dʑ j i j - - - -		114	284	cold (of temperature)	Tangut	dʑjij	38018			dʑ j i j	dʑjij	COLD
1251	r kʰ ô/o - - - -		113	273	cold (of temperature)	WobziKhroskyabs	rkʰô	31577			r kʰ ô/o	rkʰô	COLD
1546	v ⁵⁵/ɪ v ⁵⁵/ɪ		124	282	cold (of temperature)	Zhaba	vɪ⁵⁵vɪ⁵⁵	21835			v ⁵⁵/ɪ v ⁵⁵/ɪ	vɪ⁵⁵vɪ⁵⁵	COLD
1547	⁵⁵/ʌ g u ⁵⁵/ɛ		125	285	cold (of temperature)	Zhaba	ʌ⁵⁵guɛ⁵⁵	24018			⁵⁵/ʌ g u ⁵⁵/ɛ	ʌ⁵⁵guɛ⁵⁵	COLD
2061	n dz ³³/a n dz ⁵⁵/a		117	276	cold (of temperature)	MuyaKangding	ndza³³ndza⁵⁵	23454			n dz ³³/a n dz ⁵⁵/a	ndza³³ndza⁵⁵	COLD
2560	n dz æ̙ n dz ²/æ̙		117	276	cold (of temperature)	MenyaGao	2ndzæ̠ndzæ̠				n dz æ̙ n dz ²/æ̙	2ndzæ̠ndzæ̠	COLD
2631	ʔ e ɦ		121	277	cold (of temperature)	OldBurmese	ʔeḥ	31061			ʔ e ɦ	ʔeḥ	COLD
2871	- - - q ⁵⁵/a tʃ - ¹³/a - - - - -		114	284	cold (of temperature)	QueyuXinlong	qa⁵⁵tʃa¹³	20661			q ⁵⁵/a tʃ ¹³/a	qa⁵⁵tʃa¹³	COLD
2872	- - - - - tʃ - ¹³/a - tʃ ⁵⁵/a - -		114	284	cold (of temperature)	QueyuXinlong	tʃa¹³tʃa⁵⁵	20660			tʃ ¹³/a tʃ ⁵⁵/a	tʃa¹³tʃa⁵⁵	COLD
3274	ʈʂ ō/o		122	278	cold (of temperature)	QueyuPubarong	tʂō				ʈʂ ō/o	tʂō	COLD
3403	r kʰ ô/o - - - -		113	273	cold (of temperature)	SiyuewuKhroskyabs	rkʰô	38812			r kʰ ô/o	rkʰô	COLD
4178	r kʰ o - - - -		113	273	cold (of temperature)	Geshiza	rkʰo				r kʰ o	rkʰo	COLD
4334	r kʰ ⁵³/o - - - -		113	273	cold (of temperature)	GuanyinqiaoKhroskyabs	rkʰo⁵³				r kʰ ⁵³/o	rkʰo⁵³	COLD
4864	r kʰ ⁵⁵/o ʔ - - -		113	273	cold (of temperature)	NjorogsKhroskyabs	rkʰoʔ⁵⁵				r kʰ ⁵⁵/o ʔ	rkʰoʔ⁵⁵	COLD
5241	w ɐ - - - ⁿdʒ - i - ʔ - - -		114	284	cold (of temperature)	Tshobdun	wɐⁿdʒiʔ				w ɐ ⁿdʒ i ʔ	wɐⁿdʒiʔ	COLD
5393	k ə + v ɐ n dʑ ɐ̂/ɐ		116	275 269	cold (of temperature)	NgyaltsuZbu	kə-vɐndʑɐ̂				k ə + v ɐ n dʑ ɐ̂/ɐ	kə-vɐndʑɐ̂	COLD _cold
5694	- - n - - dʑ - ³¹/a - - - l ⁵³/i		114	284	cold (of temperature)	Zlarong	ndʑa31li53				n dʑ ³¹/a l ⁵³/i	ndʑa31li53	COLD
5855	k ə + m ə ʃ t a k		115	275 7788	cold (of temperature)	KyomkyoSitu	kəməʃtak				k ə + m ə ʃ t a k	kəməʃtak	_cold COLD
6516	r kʰ u - - - -		113	273	cold (of temperature)	MazurStau	rkʰu				r kʰ u	rkʰu	COLD
#
551	ɣ ɤ ŋg i -		126	303	correct (right)	Japhug	ɣɤŋgi	1691			ɣ ɤ ŋg i	ɣɤŋgi	CORRECT
552	ɯ + s t u - - - -		127	312 305	correct (right)	Japhug	ɯ-stu	32322			ɯ + s t u	ɯ-stu	_correct CORRECT
927	tɕ j ɨ j		135	313	correct (right)	Tangut	tɕjɨj	38182			tɕ j ɨ j	tɕjɨj	CORRECT
1252	v - ɟ ê/e -		126	303	correct (right)	WobziKhroskyabs	vɟê	31579			v ɟ ê/e	vɟê	CORRECT
1548	t ³³/ʌ n dʑ ⁵⁵/a		136	310	correct (right)	Zhaba	tʌ³³ndʑa⁵⁵	21818			t ³³/ʌ n dʑ ⁵⁵/a	tʌ³³ndʑa⁵⁵	CORRECT
1815	w ɐ + s t o t - - -		127	298 305	correct (right)	MaerkangrGyalrong	wɐ stot	18047			w ɐ + s t o t	wɐ stot	_correct CORRECT
2062	ɴ ³³/a - - + t ⁵⁵/i		128	300 307	correct (right)	MuyaKangding	ɴa³³ (ti⁵⁵)	20865			ɴ ³³/a + t ⁵⁵/i	ɴa³³ (ti⁵⁵)	CORRECT _correct
2632	m̥ a n		134	308	correct (right)	OldBurmese	mhan	31062			m̥ a n	mhan	CORRECT
2873	- - ʑ ¹³/e -		126	303	correct (right)	QueyuXinlong	ʑe¹³	20645			ʑ ¹³/e	ʑe¹³	CORRECT
3275	- - ʑ i -		126	303	correct (right)	QueyuPubarong	ʑi				ʑ i	ʑi	CORRECT
3404	v - ɟ ê/e -		126	303	correct (right)	SiyuewuKhroskyabs	vɟê	38813			v ɟ ê/e	vɟê	CORRECT
3719	v a + s ū/u		129	298 299	correct (right)	BragbarSitu	va-sū				v a + s ū/u	va-sū	CORRECT _correct
4237	- t ɔ - - - -		127	305	correct (right)	Geshiza	tɔ				t ɔ	tɔ	CORRECT
4335	v - ɟj ⁵³/i -		126	303	correct (right)	GuanyinqiaoKhroskyabs	vɟji⁵³				v ɟj ⁵³/i	vɟji⁵³	CORRECT
4960	v - ɟj ⁵⁵/e -		126	303	correct (right)	NjorogsKhroskyabs	vɟje⁵⁵				v ɟj ⁵⁵/e	vɟje⁵⁵	CORRECT
5242	w ɐ ⁿg i ʔ		126	303	correct (right)	Tshobdun	wɐⁿgiʔ				w ɐ ⁿg i ʔ	wɐⁿgiʔ	CORRECT
5498	v ɐ ⁿɟ í -		126	303	correct (right)	NgyaltsuZbu	vɐⁿɟí				v ɐ ⁿɟ í	vɐⁿɟí	CORRECT
5791	- tʰ ³¹/o - ⁵⁵/a s ³¹/ɨ		127	305	correct (right)	Zlarong	tho31a55sɨ31				tʰ ³¹/o ⁵⁵/a s ³¹/ɨ	tho31a55sɨ31	CORRECT
5856	k a + cʰ a		131	304 7854	correct (right)	KyomkyoSitu	kacha				k a + cʰ a	kacha	CORRECT _correct
6504	ɴ ¹/æ̙ - -		128	300	correct (right)	MenyaGao					ɴ ¹/æ̙		CORRECT
6517	ŋ e - -		128	300	correct (right)	MazurStau	ŋe				ŋ e	ŋe	CORRECT
#
160	m a k c ɨ k p a		145	326	dark	Bantawa	makcɨkpa				m a k c ɨ k p a	makcɨkpa	DARK
283	g ɛ + ʁ - n ɛ - - - -		138	7742 327	dark	Daofu	gɛ ʁnɛ	19313			g ɛ + ʁ n ɛ	gɛ ʁnɛ	_dark DARK
553	q a n ɯ - - - -		138	327	dark	Japhug	qanɯ	30536			q a n ɯ	qanɯ	DARK
928	m u - r		142	340	dark	Tangut	mur	38147			m u r	mur	DARK
1253	ʁ - n î - - - -		138	327	dark	WobziKhroskyabs	ʁnî	31582			ʁ n î	ʁnî	DARK
1549	n ³³/a - - + p ⁵⁵/u p ³³/u	tib	2665	341 338	dark	Zhaba	na³³pu⁵⁵pu³³	16541	_341 338		n ³³/a + p ⁵⁵/u p ³³/u	na³³pu⁵⁵pu³³	_dark DARK
1816	m ɐ + k ə + kʰ s ɐ l		139	331 332 333	dark	MaerkangrGyalrong	mɐ kə khsɐl	18028			m ɐ + k ə + kʰ s ɐ l	mɐ kə khsɐl	_dark DARK _dark
2419	ɲ i + ɕ u ɕ ¹/u		141	7739 7740	dark	MenyaGao	1ɲiɕuɕu				ɲ i + ɕ u ɕ ¹/u	1ɲiɕuɕu	DARK _dark
2633	m̥ ²/o ŋ -		142	340	dark	OldBurmese	mho₂ṅ	31063			m̥ ²/o ŋ	mho₂ṅ	DARK
2874	m ⁵⁵/a + p s u ⁵⁵/e		140	331 7741	dark	QueyuXinlong	ma⁵⁵psue⁵⁵	20621			m ⁵⁵/a + p s u ⁵⁵/e	ma⁵⁵psue⁵⁵	DARK _dark
3276	ɲ e + p ɨ̄/ɨ p ɨ		141	7739 338	dark	QueyuPubarong	ɲe pɨ̄pɨ				ɲ e + p ɨ̄/ɨ p ɨ	ɲe pɨ̄pɨ	DARK _dark
3405	ʁ - n î - - - -		138	327	dark	SiyuewuKhroskyabs	ʁnî	38814			ʁ n î	ʁnî	DARK
3720	r - ɲ ī/i s - - -		138	327	dark	BragbarSitu	rɲīs				r ɲ ī/i s	rɲīs	DARK
4026	a̯/a - n æ - - - -		138	327	dark	Geshiza	a̯næ				a̯/a n æ	a̯næ	DARK
4336	ʁ - n ⁵³/i - - - -		138	327	dark	GuanyinqiaoKhroskyabs	ʁni⁵³				ʁ n ⁵³/i	ʁni⁵³	DARK
4893	ʁ - n ⁵⁵/i - - - -		138	327	dark	NjorogsKhroskyabs	ʁni⁵⁵				ʁ n ⁵⁵/i	ʁni⁵⁵	DARK
5127	q ɐ́/ɐ n u - - - -		138	327	dark	Tshobdun	qɐ́nu				q ɐ́/ɐ n u	qɐ́nu	DARK
5299	k ɐ + l d ô/o v		139	332 335	dark	NgyaltsuZbu	kɐ-ldôv				k ɐ + l d ô/o v	kɐ-ldôv	DARK _dark
5387	k ə + q ɐ n î - - - -		138	332 327	dark	NgyaltsuZbu	kə-qɐnî				k ə + q ɐ n î	kə-qɐnî	_dark DARK
5670	n ³¹/a kʰ ⁵⁵/ũ	tib	3127	341	dark	Zlarong	na31khũ55		_341		n ³¹/a kʰ ⁵⁵/ũ	na31khũ55	DARK
6518	ʁ - n ɛ - - - -		138	327	dark	MazurStau	ʁnɛ				ʁ n ɛ	ʁnɛ	DARK
#
284	m i + x ts o ŋ - -	tib	2552	356 357	dirty	Daofu	mi xtsoŋ	19384	356 _357		m i + x ts o ŋ	mi xtsoŋ	DIRTY _dirty
554	- - ɴ qʰ i - - -		151	7855	dirty	Japhug	ɴqʰi	2062			ɴ qʰ i	ɴqʰi	DIRTY
929	- - - tɕ i o - r		151	7855	dirty	Tangut	tɕior	38136			tɕ i o r	tɕior	DIRTY
1254	- l - qʰ - ǽ/æ - l		151	7855	dirty	WobziKhroskyabs	lqʰǽl	31587			l qʰ ǽ/æ l	lqʰǽl	DIRTY
1550	m ³³/a + ʂ ts ⁵⁵/ʊ̃ - m ³³/a	tib	2666	356 357	dirty	Zhaba	ma³³ʂtsᴜ̃⁵⁵ma³³	18066	356 _357		m ³³/a + ʂ ts ⁵⁵/ʊ̃ m ³³/a	ma³³ʂtsᴜ̃⁵⁵ma³³	DIRTY _dirty
1817	m ɑ + k ʃ o		152	356 360	dirty	MaerkangrGyalrong	mɑk ʃo	18071			m ɑ + k ʃ o	mɑk ʃo	DIRTY _dirty
2063	tɕʰ ⁵⁵/ɑ m ⁵³/ɑ		155	361	dirty	MuyaKangding	tɕhɑ⁵⁵mɑ⁵³	23093			tɕʰ ⁵⁵/ɑ m ⁵³/ɑ	tɕhɑ⁵⁵mɑ⁵³	DIRTY
2458	tɕʰ a̙ m ¹/a̙		155	361	dirty	MenyaGao	1tɕha̠ma̠				tɕʰ a̙ m ¹/a̙	1tɕha̠ma̠	DIRTY
2634	ññ/ȵ a c + p a t		159	365 366	dirty	OldBurmese	ññac◦pat	31064			ññ/ȵ a c + p a t	ññac◦pat	DIRTY _dirty
2875	q ⁵⁵/a s ts u ⁵⁵/e - - -		153	368	dirty	QueyuXinlong	qa⁵⁵stsue⁵⁵	20672			q ⁵⁵/a s ts u ⁵⁵/e	qa⁵⁵stsue⁵⁵	DIRTY
3277	- - x ts w ə l y ē/e		153	368	dirty	QueyuPubarong	xtswəlyē				x ts w ə l y ē/e	xtswəlyē	DIRTY
3406	- r - qʰ - ǽ/æ - l		151	7855	dirty	SiyuewuKhroskyabs	rqʰǽl	38815			r qʰ ǽ/æ l	rqʰǽl	DIRTY
3721	- - ŋ kʰ i ē/e - r		151	7855	dirty	BragbarSitu	ŋkhiēr				ŋ kʰ i ē/e r	ŋkhiēr	DIRTY
4337	- l - qʰ - ⁵⁵/a - l		151	7855	dirty	GuanyinqiaoKhroskyabs	lqʰal⁵⁵				l qʰ ⁵⁵/a l	lqʰal⁵⁵	DIRTY
4810	- - n q - ⁵⁵/a ʔ r		151	7855	dirty	NjorogsKhroskyabs	nqaʔr⁵⁵				n q ⁵⁵/a ʔ r	nqaʔr⁵⁵	DIRTY
5520	m ɐ + k ɐ + χ s r û		152	356 362 363	dirty	NgyaltsuZbu	mɐ-k-ɐχsrû				m ɐ + k ɐ + χ s r û	mɐ-k-ɐχsrû	DIRTY _dirty _dirty
5811	ts ⁵⁵/ɔ p ⁵³/e	tib	3159	370	dirty	Zlarong	tsɔ55pe53		_370		ts ⁵⁵/ɔ p ⁵³/e	tsɔ55pe53	DIRTY
5857	k ə n k - ə ʔ r		151	7855	dirty	KyomkyoSitu	kənkəʔr				k ə n k ə ʔ r	kənkəʔr	DIRTY
6519	- - r dz - ɛ - - -		153	368	dirty	MazurStau	rdzɛ				r dz ɛ	rdzɛ	DIRTY
#
35	cʰ o p m a + cʰ o a		166	380 381	dry	Bantawa	cʰopma (cʰoa)				cʰ o p m a + cʰ o a	cʰopma (cʰoa)	DRY _dry
555	- - - r o m - -		163	382	dry	Japhug	rom	31302			r o m	rom	DRY
556	s p - ɯ -		164	388	dry	Japhug	spɯ	31309			s p ɯ	spɯ	DRY
557	z b - a ʁ		164	388	dry	Japhug	zbaʁ	2274			z b a ʁ	zbaʁ	DRY
930	- - - r o w ¹/r -		163	382	dry	Tangut	rowr¹	2278			r o w ¹/r	rowr¹	DRY
1255	z b - î -		164	388	dry	WobziKhroskyabs	zbî	31591			z b î	zbî	DRY
1551	ʈʂ ³³/y ʈʂ ⁵⁵/y		168	392	dry	Zhaba	tʂy³³tʂy⁵⁵	21801			ʈʂ ³³/y ʈʂ ⁵⁵/y	tʂy³³tʂy⁵⁵	DRY
1818	k ə + - - - r ɑ m - -		163	386 382	dry	MaerkangrGyalrong	kə rɑm	18038			k ə + r ɑ m	kə rɑm	_dry DRY
2064	- r - ³³/a - - r ⁵³/a		162	383	dry	MuyaKangding	ra³³ra⁵³	23039			r ³³/a r ⁵³/a	ra³³ra⁵³	DRY
2523	- ʐ - æ̙ - - ʐ ¹/æ̠		162	383	dry	MenyaGao	1ʐæ̠ʐæ̠				ʐ æ̙ ʐ ¹/æ̠	1ʐæ̠ʐæ̠	DRY
2635	kʰ r - ²/o k - - -		162	383	dry	OldBurmese	khro₂k	31065			kʰ r ²/o k	khro₂k	DRY
2876	- r - ¹³/u - - r ³³/u		162	383	dry	QueyuXinlong	ru¹³ru³³	23597			r ¹³/u r ³³/u	ru¹³ru³³	DRY
3264	- ʐ - o - - - -		162	383	dry	QueyuPubarong	ʐo				ʐ o	ʐo	DRY
3407	ʁ r - ú/u - - - -		162	383	dry	SiyuewuKhroskyabs	ʁrú	38816			ʁ r ú/u	ʁrú	DRY
3723	- - - r ā/a m - -		163	382	dry	BragbarSitu	rām				r ā/a m	rām	DRY
4288	w r - o - - - -		162	383	dry	Geshiza	wro				w r o	wro	DRY
4338	z b j ⁵³/u -		164	388	dry	GuanyinqiaoKhroskyabs	zbju⁵³				z b j ⁵³/u	zbju⁵³	DRY
4339	ʁ r - ⁵⁵/u - - - -		162	383	dry	GuanyinqiaoKhroskyabs	ʁru⁵⁵				ʁ r ⁵⁵/u	ʁru⁵⁵	DRY
4984	z b - u ⁵⁵/k		164	388	dry	NjorogsKhroskyabs	zbuk⁵⁵				z b u ⁵⁵/k	zbuk⁵⁵	DRY
5159	- r ʁ o - - - - + k ɐ́/ɐ + - r ʁ o - - - -		162	383 386 383	dry	Tshobdun	rʁo kɐ́-rʁo				r ʁ o + k ɐ́/ɐ + r ʁ o	rʁo kɐ́-rʁo	DRY _dry _dry
5179	s ə ɣ r ɐ m - -		163	382	dry	Tshobdun	səɣrɐm				s ə ɣ r ɐ m	səɣrɐm	DRY
5201	ʃ ɔ́/ɔ ʃ ə m		169	393	dry	Tshobdun	ʃɔ́ʃəm				ʃ ɔ́/ɔ ʃ ə m	ʃɔ́ʃəm	DRY
5391	k ə + s p - ɐ̂/ɐ ʁ		164	386 388	dry	NgyaltsuZbu	kə-spɐ̂ʁ				k ə + s p ɐ̂/ɐ ʁ	kə-spɐ̂ʁ	_dry DRY
5440	- - - r ɑ́/ɑ m - ʔ		163	382	dry	NgyaltsuZbu	rɑ́mʔ				r ɑ́/ɑ m ʔ	rɑ́mʔ	DRY
5743	- r - ³¹/ã - - r ⁵⁵/ã		162	383	dry	Zlarong	rã31rã55				r ³¹/ã r ⁵⁵/ã	rã31rã55	DRY
6520	ɣ r - o - - - -		162	383	dry	MazurStau	ɣro				ɣ r o	ɣro	DRY
#
214	r i m r i m		174	414	early	Bantawa	rimrim				r i m r i m	rimrim	EARLY
286	d ə + ɕ v a		171	417 7816	early	Daofu	də ɕva	19319			d ə + ɕ v a	də ɕva	_early EARLY
558	n ɯ m tɕ i		177	421	early	Japhug	nɯmtɕi	25786			n ɯ m tɕ i	nɯmtɕi	EARLY
1256	n - v s ê/e -		170	418	early	WobziKhroskyabs	nvsê	31594			n v s ê/e	nvsê	EARLY
1552	t ⁵⁵/ə r - ⁵⁵/a		173	429	early	Zhaba	tə⁵⁵ra⁵⁵	21793			t ⁵⁵/ə r ⁵⁵/a	tə⁵⁵ra⁵⁵	EARLY
2065	tʰ ⁵⁵/ɐ - - x ⁵³/æ		172	424	early	MuyaKangding	thɐ⁵⁵xæ⁵³	20762			tʰ ⁵⁵/ɐ x ⁵³/æ	thɐ⁵⁵xæ⁵³	EARLY
2544	- - k ɛ x ²/ʌ		172	424	early	MenyaGao	2kɛxʌ				k ɛ x ²/ʌ	2kɛxʌ	EARLY
2877	q ⁵⁵/a ŋ g u ⁵⁵/ə		180	427	early	QueyuXinlong	qa⁵⁵ŋguə⁵⁵	20626			q ⁵⁵/a ŋ g u ⁵⁵/ə	qa⁵⁵ŋguə⁵⁵	EARLY
3278	- - ʐ j e		173	429	early	QueyuPubarong	ʐje				ʐ j e	ʐje	EARLY
3408	dʑ ə́/ə ɣ n e		181	428	early	SiyuewuKhroskyabs	dʑə́ɣne	38817			dʑ ə́/ə ɣ n e	dʑə́ɣne	EARLY
4150	ŋ u i		176	419	early	Geshiza	ŋui				ŋ u i	ŋui	EARLY
4340	n - v s ⁵³/e -		170	418	early	GuanyinqiaoKhroskyabs	nvse⁵³				n v s ⁵³/e	nvse⁵³	EARLY
4799	n ³³/ə f s ⁵³/o -		170	418	early	NjorogsKhroskyabs	nə³³fso⁵³				n ³³/ə f s ⁵³/o	nə³³fso⁵³	EARLY
5521	- cʰ é/e cʰ e		179	416	early	NgyaltsuZbu	chéche				cʰ é/e cʰ e	chéche	EARLY
5859	t a w o		178	422	early	KyomkyoSitu	tawo				t a w o	tawo	EARLY
6521			171	7816	early	MazurStau	ɕwæ				ɕ w æ	ɕwæ	EARLY
6522			182	7958	early	MazurStau	bo				b o	bo	EARLY
6523			183	7959	early	MazurStau	sŋæ				s ŋ æ	sŋæ	EARLY
#
287	- - - - - r - j - ɛ - - -		184	7733	eight	Daofu	rjɛ	19155			r j ɛ	rjɛ	EIGHT
559	- - - k ɯ r - c - a t - -		184	7733	eight	Japhug	kɯrcat	2592			k ɯ r c a t	kɯrcat	EIGHT
931	- - - - - - - j - a - r -		184	7733	eight	Tangut	jar	38119			j a r	jar	EIGHT
1257	- v - - - j - ɑ́/ɑ - - - - -		184	7733	eight	WobziKhroskyabs	vjɑ́	31599			v j ɑ́/ɑ	vjɑ́	EIGHT
1553	- - - - - - - ɟj - ⁵⁵/e - - -		184	7733	eight	Zhaba	ɟje⁵⁵	22903			ɟj ⁵⁵/e	ɟje⁵⁵	EIGHT
2066	- - - - - - - ɕ u ⁵³/ɐ - - -		184	7733	eight	MuyaKangding	ɕuɐ⁵³	22878			ɕ u ⁵³/ɐ	ɕuɐ⁵³	EIGHT
2321	- - - - - - - ɕ - ¹/ʌ - - -		184	7733	eight	MenyaGao	1ɕʌ-				ɕ ¹/ʌ	1ɕʌ-	EIGHT
2636	- - - - - r̥ - y - a t - -		184	7733	eight	OldBurmese	rhyat	31066			r̥ y a t	rhyat	EIGHT
2878	- p - - - - - ʃ - ¹³/ɛ - - -		184	7733	eight	QueyuXinlong	pʃɛ¹³	20468			p ʃ ¹³/ɛ	pʃɛ¹³	EIGHT
3188	- p - - - - - ɕ - ə̄ - ʐ o		184	7733	eight	QueyuPubarong	ᵖɕə̄ʐo				p ɕ ə̄ ʐ o	ᵖɕə̄ʐo	EIGHT
3409	- v - - - - - j - ɑ́/ɑ d - -		184	7733	eight	SiyuewuKhroskyabs	vjɑ́d	38818			v j ɑ́/ɑ d	vjɑ́d	EIGHT
3725	- - - k ə r - c - ē/e t - -		184	7733	eight	BragbarSitu	kərcēt				k ə r c ē/e t	kərcēt	EIGHT
4174	- - - - - r - j - ɛ - - -		184	7733	eight	Geshiza	rjɛ				r j ɛ	rjɛ	EIGHT
4341	- v - - - - - j - ⁵⁵/a - - -		184	7733	eight	GuanyinqiaoKhroskyabs	vja⁵⁵				v j ⁵⁵/a	vja⁵⁵	EIGHT
4898	ʁ v - - - - - j - a ⁵³/t - -		184	7733	eight	NjorogsKhroskyabs	ʁvjat⁵³				ʁ v j a ⁵³/t	ʁvjat⁵³	EIGHT
5511	- v ə - - r - ɟ - ê t - -		184	7733	eight	NgyaltsuZbu	vərɟêt				v ə r ɟ ê t	vərɟêt	EIGHT
5599	- - - - - - - ɕ - ¹³/ɛ - - -		184	7733	eight	Zlarong	ɕɛ13				ɕ ¹³/ɛ	ɕɛ13	EIGHT
5860	- - - k ə r s c - a t - -		184	7733	eight	KyomkyoSitu	kərscat				k ə r s c a t	kərscat	EIGHT
6524	- - - - - r - j - ɛ - - -		184	7733	eight	MazurStau	rjɛ				r j ɛ	rjɛ	EIGHT
#
91	h y a n a		191	462	far	Bantawa	hyana				h y a n a	hyana	FAR
560	a r qʰ i		189	467	far	Japhug	arqʰi	2751			a r qʰ i	arqʰi	FAR
932	kʰ w a - - - -		186	470	far	Tangut	khwa	38022			kʰ w a	khwa	FAR
1258	- - - - - r ɑ́/ɑ ŋ	tib	2631	474	far	WobziKhroskyabs	rɑ́ŋ	31601	_474		r ɑ́/ɑ ŋ	rɑ́ŋ	FAR
1554	ʈʂ ⁵⁵/i - ʈʂ ⁵⁵/i		188	463	far	Zhaba	tʂi⁵⁵tʂi⁵⁵	21759			ʈʂ ⁵⁵/i ʈʂ ⁵⁵/i	tʂi⁵⁵tʂi⁵⁵	FAR
1821	k ə + cçʰ ə		187	464 476	far	MaerkangrGyalrong	kə cçhə	18002			k ə + cçʰ ə	kə cçhə	_far FAR
2068	qʰ u ⁵⁵/ɐ - - r ⁵³/ɐ		186	470	far	MuyaKangding	qhuɐ⁵⁵rɐ⁵³	22993			qʰ u ⁵⁵/ɐ r ⁵³/ɐ	qhuɐ⁵⁵rɐ⁵³	FAR
2434	qʰ - a̙ - - ʐ ¹/ʌ		186	470	far	MenyaGao	1qha̠ʐʌ				qʰ a̙ ʐ ¹/ʌ	1qha̠ʐʌ	FAR
