ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE
258	Bantawa	the lake	watamkʰan	watamkʰan	w a t a m kʰ a n		3290	0	w a t a m kʰ a n			
259	Bantawa	morning	wayɨŋ	wayɨŋ	w a y ɨ ŋ		1102	0	w a y ɨ ŋ			
260	Bantawa	the morning	wayɨŋ	wayɨŋ	w a y ɨ ŋ		3542	0	w a y ɨ ŋ			duplicate
261	Bantawa	to throw	wetma (weru)	wetma (weru)	w e t m a + w e r u		7064 7727	0	w e t m a + w e r u			
262	Bantawa	the spider	yagʰaŋma	yagʰaŋma	y a gʰ a ŋ m a		4526	0	y a gʰ a ŋ m a			
263	Bantawa	light (of weight)	yaŋlok	yaŋlok	y a ŋ l o k		979	0	y a ŋ l o k			
264	Bantawa	the river	yaŋwama	yaŋwama	y a ŋ w a m a		4036	0	y a ŋ w a m a			
265	Bantawa	the sea	yaŋwama	yaŋwama	y a ŋ w a m a		4184	0	y a ŋ w a m a			
266	Bantawa	the bone	yɨwa	yɨwa	y ɨ w a		2100	0	y ɨ w a			
267	Bantawa	the salt	yum	yum	y u m		4138	0	y u m			
268	Bantawa	salty	yumma	yumma	y u m m a		1480	0	y u m m a			
269	Bantawa	to reside (live)	yuŋma (yuŋa)	yuŋma (yuŋa)	y u ŋ m a + y u ŋ a		6506 6507	0	y u ŋ m a + y u ŋ a			
270	Bantawa	to sit	yuŋma (yuŋa)	yuŋma (yuŋa)	y u ŋ m a + y u ŋ a		6732 6733	0	y u ŋ m a + y u ŋ a			
271	Daofu	I [first person singular]	ŋa	ŋa	ŋ a		2	327	ŋ a -		19223	
272	Daofu	above	rə nkhvɛ	rə nkhvɛ	r ə + n kʰ v ɛ		28 29	1310	r ə + n kʰ v ɛ		19109	
273	Daofu	all	thəm tɕɛ	thəm tɕɛ	tʰ ə m + tɕ ɛ	_72 _8242	72 8242	3682	- tʰ ə m + tɕ ɛ -	tib	19256	
274	Daofu	bad	qhə mɛ	qhə mɛ	qʰ ə m ɛ		114	1271	qʰ ə m ɛ		18948	
276	Daofu	below, under	nə nkhvɛ	nə nkhvɛ	n ə + n kʰ v ɛ		170 171	10180	n ə + n kʰ v ɛ		19110	
277	Daofu	big	gɛ cçhɛ	gɛ chɛ	g ɛ + cʰ ɛ		213 228	1349	g ɛ + cʰ ɛ -		19258	
278	Daofu	black	ȵa ȵa	ȵa ȵa	ȵ a ȵ a		242	511	ȵ - a - - ȵ a		19300	
279	Daofu	black	ga ȵa	ga ȵa	g a + ȵ a		7743 242	511	g a + ȵ - a - - - -		19301	
280	Daofu	cold (of temperature)	ʂkhu ʂkhu	ʂkhu ʂkhu	ʂ kʰ u ʂ kʰ u		273	1384	ʂ kʰ u - ʂ kʰ u		19366	
281	Daofu	correct (right)	ŋi ŋi	ŋi ŋi	ŋ i ŋ i		300	5043	ŋ i ŋ i		19349	
283	Daofu	dark	gɛ ʁnɛ	gɛ ʁnɛ	g ɛ + ʁ + n ɛ		7742 8442 8441	1363	g ɛ + ʁ - + - n ɛ -		19313	
284	Daofu	dirty	mi xtsoŋ	mi xtsoŋ	m i + x ts o ŋ	356 _357	356 357	1005	m i + x ts o ŋ - -	tib	19384	
285	Daofu	dry	ɣro ɣro	ɣro ɣro	ɣ r o ɣ r o		8558	993	ɣ r o - ɣ r o		19328	
286	Daofu	early	də ɕva	də ɕva	d ə + ɕ v a		417 7816	991	d ə + ɕ v a		19319	
287	Daofu	eight	rjɛ	rjɛ	r j ɛ		7733	183	r - j - ɛ -		19155	
288	Daofu	far	gɛ tɕe dʑi	gɛ tɕe dʑi	g ɛ + tɕ e dʑ i		464 463	1354	g ɛ + tɕ e - dʑ i		19271	
289	Daofu	firewood	mə si	mə si	m ə + s i		7826 507	6006	- m ə + - s - i -		17659	
290	Daofu	five	ɴɢvɛ	ɴɢvɛ	ɴ ɢ v ɛ		534	10357	ɴ ɢ v ɛ - - -		23891	
291	Daofu	four	ɤɮə	ɤɮə	ɤ + ɮ ə		8433 562	263	ɤ - - - - - - - - - - + - - ɮ - ə - - -		19151	
292	Daofu	full	rə xsɛ	rə xsɛ	r ə + x + s ɛ		583 8552 584	1357	r ə + x + s ɛ -		19281	
293	Daofu	good	ʁjɛ	ʁjɛ	ʁ j ɛ		607	2852	ʁ j ɛ -		19357	
295	Daofu	green	sŋur ma	sŋur ma	s ŋ u r m a	_644	644	1098	s ŋ u r m a	tib	19805	
296	Daofu	green	rŋə rŋə	rŋə rŋə	r ŋ ə r ŋ ə		646	1098	r ŋ ə - - r ŋ - ə - - - - - - -		19309	
298	Daofu	hard	rgi rgi	rgi rgi	r g i r g i		675	341	- - r g i - - - r g i		19332	
299	Daofu	heavy	gɛ nɮə	gɛ nɮə	g ɛ + n ɮ ə		7904 703	10379	g ɛ + - n - ɮ - ə - - - - - -		19833	
300	Daofu	here	ɛ de qhɛ	ɛ de qhɛ	ɛ + d e + qʰ ɛ		728 7800 7801	1864	ɛ + d e + qʰ ɛ - -		19240	
301	Daofu	high / tall	gɛ mthu	gɛ mthu	g ɛ + m tʰ u	762 _763	762 763	139	( g ɛ ) + m tʰ u - - -	tib	19262	
302	Daofu	high / tall	gɛ chɛ	gɛ chɛ	g ɛ + cʰ ɛ		762 773	1351	( g ɛ ) + cʰ ɛ		19263	
303	Daofu	horizontal	gə ro ɣə ro	gə ro ɣə ro	g ə r o ɣ ə r o		809	1360	g ə r o ɣ ə r o		19297	
304	Daofu	hot	xtsɛ xtsɛ	xtsɛ xtsɛ	x ts ɛ x ts ɛ		820	4221	- x ts - ɛ - x ts ɛ		19365	
305	Daofu	hundred	rjə	rjə	r j ə		7856	185	r j - ə -		19167	
306	Daofu	inside	noŋ	noŋ	n o ŋ	_898	898	255	n o ŋ - -	tib	19094	
308	Daofu	late	gɛ skhrə	gɛ skhrə	g ɛ + s kʰ r ə		7809 926	1365	g ɛ - + s kʰ r ə		19321	
309	Daofu	left	ʁjun	ʁjun	ʁ j u n		955	200	ʁ - - - - j - u n -		18458	
310	Daofu	light (of weight)	gɛ ɣje	gɛ ɣje	g ɛ + ɣ + j e		981 8467 982	10542	g ɛ + ɣ + - - j e - - - - - - -		19316	
312	Daofu	long	gɛ dʑi	gɛ dʑi	g ɛ + dʑ i		1008 1009	1504	g ɛ + dʑ - i		19584	
313	Daofu	many	gɛ ɣre	gɛ ɣre	g ɛ + ɣ r e		1036 1037	1358	g ɛ - + ɣ r e - - -		19285	
314	Daofu	many	ɣre ɣre	ɣre ɣre	ɣ r e + ɣ r e		1037 1051	1358	ɣ r e - - - + ɣ r e		19667	
315	Daofu	middle	bar ma	bar ma	b a r m a	_1085	1085	1026	b a r m a	tib	21969	
316	Daofu	morning	ga ɕa	ga ɕa	g a + ɕʰ a		1105 1106	1317	g a + ɕʰ a		19120	
317	Daofu	narrow	xtɕhe xtɕhe	xtɕhe xtɕhe	x tɕʰ e x tɕʰ e		1142	671	x tɕʰ - e - x tɕʰ e		19274	
318	Daofu	near	nthɑ ne	nthɑ ne	n tʰ ɑ + n e	_1161 1162	1161 1162	1355	n tʰ ɑ - + - n e - -	partial tib: thag	19272	
319	Daofu	new	xso xso	xso xso	x s o x s o	_1191	1191	23	x s o - - - - x s o	tib	18850	
320	Daofu	nine	ngə	ngə	n g ə		1210	24	n g - - ə - - - -		23960	
321	Daofu	noon	sȵə xcçən	sȵə xcçən	s ȵ ə + x cç ə n	7860 _1237	7860 1237	1318	s ȵ ə - - + x cç ə n	partial tib: dkyil	19121	
322	Daofu	old (of person)	gə dar	gə dar	g ə + d a r	7862 _1266	7862 1266	2051	g ə + - d a r - - -	tib	19363	
323	Daofu	one	ro	ro	r o		8531	302	r o -		19148	
324	Daofu	outside	phi su	phi su	pʰ i + s u	_1339 1340	1339 1340	267	- pʰ - i - - + s u	tib	19093	
325	Daofu	red	gɛ ngi	gɛ ngi	g ɛ + n g i		7863 7864	911	g ɛ + n g i - - -		17824	
326	Daofu	red	ngi ngi	ngi ngi	n g i n g i		7864	911	n g i n g i		19788	
327	Daofu	right	ʁje	ʁje	ʁ j e		7701	10429	ʁ - - j - e - - - - - -		19088	
328	Daofu	round	ʁɑr ʁɑr	ʁɑr ʁɑr	ʁ ɑ r ʁ ɑ r		1452	1359	ʁ ɑ r ʁ ɑ r		19288	
329	Daofu	salty	tshɛ khə	tshɛ khə	tsʰ ɛ + kʰ ə	_7850 1483	7850 8283	324	tsʰ ɛ + kʰ ə	partial tib: tshwa	17690	
330	Daofu	seven	zȵe	zȵe	z ȵ e		1511	55	z ȵ - e - -		19154	
332	Daofu	sharp	gɛ skhvɛ	gɛ skhvɛ	g ɛ + s kʰ v ɛ		7822 1538	1366	g ɛ + s kʰ v ɛ - -		19323	
333	Daofu	short	lji lje	lji lje	l j i l j e		1566	1353	- l j i l j e		19270	
334	Daofu	shy	mə ka chɛ	mə ka chɛ	m ə + k a + cçʰ ɛ		7867 7870 1592	2477	m ə + k a + cçʰ ɛ		19605	
335	Daofu	six	xtɕho	xtɕho	x tɕʰ o		1641	306	x - tɕʰ - - - o - - - -		19153	
336	Daofu	small	ge de	ge de	g e + d e		1665 1666	1350	g e + d e		19259	
338	Daofu	smooth	ga mbla	ga mbla	g a + m b l a		1700 1694	876	g a + m - b - - - l - a - -		19338	
339	Daofu	soft	ndvə ndvə	ndvə ndvə	n + d v ə n d v ə		8457 1726	3693	n + - - d v ə - - - n d v ə		21589	
340	Daofu	soft	ɬɑv ɬav	ɬɑv ɬav	ɬ ɑ v ɬ a v		1732	1368	ɬ ɑ v ɬ a v		19335	
341	Daofu	stone (of fruit)	ʂqhə cha	ʂqhə cha	ʂ qʰ ə + cçʰ a		1756 1757	0	ʂ qʰ ə - - - + cçʰ a		18832	
342	Daofu	straight	dʐoŋ dʐoŋ	dʐoŋ dʐoŋ	ɖʐ o ŋ ɖʐ o ŋ	_1778	1778	1595	ɖʐ o ŋ ɖʐ o ŋ	tib	19759	
343	Daofu	ten	zʁa	zʁa	z ʁ a		1802	364	- - z - ʁ - a - - -		19157	
344	Daofu	the ant	skhro	skhro	s + kʰ + r o		8366 1848 8524	2954	s + kʰ - - - - + r - o - -		25256	
345	Daofu	the armpit	phjɛ kə və	phjɛ kə və	pʰ j ɛ + k ə + v ə		1872 8305 8311	3172	- - pʰ j ɛ - - - + k - ə - - - - + v ə		18626	
346	Daofu	the bamboo	ʁɮə	ʁɮə	ʁ + ɮ ə		8459 1939	821	ʁ + ɮ - ə -		18839	
347	Daofu	the belly	vo	vo	v o		1993	10241	- - v o - - -		18629	
348	Daofu	the bird	vdʑɛ vdʑu	vdʑɛ vdʑu	v dʑ ɛ v dʑ u		8353	29793	v dʑ - - ɛ - - v dʑ u		18787	
349	Daofu	the blood	se	se	sʰ e		2049	29703	- sʰ - e - - -		18645	
350	Daofu	the body hair (hair or fur)	spə	spə	s p ə	_2075	2075	137	- - s p ə - - -	tib	18741	
352	Daofu	the bone	rə ra	rə ra	r ə r a		7844	2	r - - ə - - - - r a		18648	
353	Daofu	the branch	qa rvɐ	qa rvɐ	q a + r v ɐ		2128 2143	410	q a + r - v ɐ -		16930	
354	Daofu	the breast (female)	nu nu	nu nu	n u n u		2158	10186	n - u - - - - n u		18628	
355	Daofu	the cloud	zdo	zdo	z d o		2207	927	z - d - o - - -		18566	
356	Daofu	the dew	rze	rze	r z e		2246	10257	- r z - e -		24023	
357	Daofu	the dog	kə ta	kə ta	k ə + t a		8425 2269	2065	k ə + t a		18756	
358	Daofu	the dream	rȵi lam	rȵi lam	r ȵ i + l a m	_2294 _8205	2294 8205	10555	r ȵ i + l a m	tib	19079	
359	Daofu	the dust	fɬɛ fɬa	fɬɛ fɬa	f ɬ ɛ f ɬ a		2321	1176	f - ɬ ɛ f - ɬ - a		18594	
360	Daofu	the ear	ȵə	ȵə	ȵ ə		2344	32	ȵ - ə - -		18616	
361	Daofu	the earth (soil)	xtshə	xtshə	x tsʰ ə		2369	29756	x tsʰ - ə -		18592	
362	Daofu	the earthworm	ɕɑ ndʑu	ɕɑ ndʑu	ɕʰ ɑ + n dʑ u		8269 7840	1289	ɕʰ - ɑ + - n dʑ u -		25217	
363	Daofu	the egg	zgə ŋa	zgə ŋa	z g ə ŋ a	_2428	2428	850	z g ə ŋ a -	tib	18888	
364	Daofu	the eye	mo	mo	m o		2446	4	m - o - - -		18614	
365	Daofu	the feather	ɣra spə	ɣra spə	ɣ r a + s p ə		2492 2493	921	ɣ r a + s p ə - - -	tib	18763	
366	Daofu	the fire	ɣmə	ɣmə	ɣ + m ə		8445 2518	1746	ɣ + m ə -		18577	
367	Daofu	the fish	ʁjə	ʁjə	ʁ + j ə		8164 2542	804	ʁ - + j - - ə - - - - - -		18809	
368	Daofu	the flea	zɮu	zɮu	z ɮ u		2572	944	z ɮ u - - -		25076	
369	Daofu	the flower	me to	me to	m e t o	_7698	7698	248	m e - - t - o - - -	tib	18830	
370	Daofu	the fog	zdo mə	zdo mə	z d o + m ə		2615 7871	668	- z d - o - - - + m ə		18575	
371	Daofu	the foot	ʂko	ʂko	ʂ k o		2636	866	ʂ k o		18635	
372	Daofu	the forest	nɑ	nɑ	n ɑ		2668	840	n ɑ -	tib nag	18597	
373	Daofu	the fox	dʑi vɛ	dʑi vɛ	dʑ i v ɛ		7873	4210	- dʑ i v ɛ - -		18786	
374	Daofu	the frog	spu ntɕhɛn	spu ntɕhɛn	s p u + n tɕʰ ɛ n		2720 2713	145	- - - s - p - u - - - - - - - + n tɕʰ ɛ - n		18807	
375	Daofu	the front (front side)	ŋə ste	ŋə ste	ŋ ə + s t e		7695 7696	1305	ŋ ə + s t e		19089	
376	Daofu	the front (front side)	ŋə	ŋə	ŋ ə		7695	1305	ŋ ə		19090	
377	Daofu	the frost	bɛ mu	bɛ mu	b ɛ m u	_2768	2768	97	b ɛ m u	tib	18573	
378	Daofu	the fruit	ɕõ tho	ɕõ tho	ɕʰ õ + tʰ o	_7823 _8207	7823 8207	817	ɕʰ õ - + tʰ - o -	tib	24625	
379	Daofu	the goat	tshɛ	tshɛ	tsʰ ɛ		2833	774	tsʰ - ɛ - -		18747	
380	Daofu	the goat	tɛ pu	tɛ pu	t ɛ + p u		2837 2838	3576	t ɛ + p u		18748	
381	Daofu	the grass	rŋə rŋa	rŋə rŋa	r ŋ ə r ŋ a		2858	311	r ŋ ə r ŋ a		17203	
382	Daofu	the hail	lmə	lmə	l m ə		2885	1166	l m - ə - - -		18572	
383	Daofu	the hair (of the head)	ʁə rmi	ʁə rmi	ʁ ə + r m i		2935 2934	2014	ʁ - ə + r m i - -		18613	
384	Daofu	the hand	ɮa	ɮa	ɮ a		7707	229	- ɮ - a - -		18636	
385	Daofu	the head	ʁə	ʁə	ʁ ə		2991	1426	ʁ - ə - -		18612	
386	Daofu	the heart	zjar	zjar	z j a r		3021	3753	z j a r		15886	
387	Daofu	the hoof	rȵu pa	rȵu pa	r ȵ u p a	_3055	3055	912	r ȵ u p a	tib	18740	
388	Daofu	the horn (keratinized skin)	qrə mbə	qrə mbə	q r ə + m b ə		7875 3080	312	q r ə + m b ə		18739	
389	Daofu	the horse	rɣi	rɣi	r ɣ i		3107	3151	- - r ɣ - i - - - - -		18744	
390	Daofu	the house	jo	jo	j o		3132	209	j o - - -		18927	
391	Daofu	the husband	pə ŋa	pə ŋa	p ə + ŋ a		3170 3158	1940	p ə - - + ŋ a		18724	
392	Daofu	the husband	ɣdʑə və	ɣdʑə və	ɣ dʑ ə v ə		3176	1938	ɣ dʑ ə - - - v ə		18725	
393	Daofu	the ice	lvo	lvo	l v o		3184	1169	- l v - o - - -		18576	
394	Daofu	the knee	rŋə mo	rŋə mo	r ŋ ə + m o		3235 3236	1193	r ŋ - ə - + m o -		18632	
395	Daofu	the knee	rŋə	rŋə	r ŋ ə		3235	1193	r ŋ - ə -		18633	
396	Daofu	the lake	mtshu	mtshu	m tsʰ u	_3287	3287	387	m tsʰ u	tib	18587	
397	Daofu	the leaf	lba lə	lba lə	l b a + l ə		3312 3310	881	l b - a - - + l ə		18829	
398	Daofu	the lip (the lips)	ɣumur	ɣumur	ɣ u m u r		3359	2075	ɣ u m u r		18619	
399	Daofu	the liver	si	si	sʰ i		3386	2076	sʰ - i - - - -		18657	
400	Daofu	the louse	ɕo	ɕo	ɕ o	_3412	3412	2077	- ɕ o -	tib	18813	
401	Daofu	the lung	ʂtse	ʂtse	ʂ ts e		3435	716	ʂ ts e -		15884	
402	Daofu	the man (male human)	pə ŋa	pə ŋa	p ə ŋ a		3464	1205	p ə - ŋ a		18675	
403	Daofu	the meat	bjoŋ noŋ	bjoŋ noŋ	b j o ŋ n o ŋ		3486	1256	b j o ŋ n o ŋ		18881	
404	Daofu	the moon	ɬə ɣnə	ɬə ɣnə	ɬ ə + ɣ + n ə	_7942 7945	7942 8427 7945	2081	- ɬ ə + ɣ + - n ə	partial tib	18564	
405	Daofu	the mountain	ri rav	ri rav	r i + r a v	_3584 _7998	3584 7998	121	r i + r a v	tib	18582	
406	Daofu	the mountain	la	la	l a		3597	963	l a		18581	
407	Daofu	the mouse or rat	ftɕə	ftɕə	f tɕ ə		3616	29785	f - tɕ ə -		18783	
408	Daofu	the mouth	jɑ	jɑ	j ɑ		3636	1246	j ɑ		18833	
409	Daofu	the mud	ndʑɑ mbɑ	ndʑɑ mbɑ	n dʑ ɑ + m b ɑ	3674 _7979	3674 7979	1177	- n dʑ ɑ + m b ɑ	tib	18595	
410	Daofu	the nail (fingernail or claw)	ldzə	ldzə	l + dz ə		8506 3703	1194	l - + - dz - - - ə - -		15738	
412	Daofu	the name	mȵoŋ	mȵoŋ	m ȵ o ŋ	_3731	3731	18	m ȵ o ŋ	tib	19070	
413	Daofu	the neck	vɮe	vɮe	v + ɮ e		8502 3759	122	v + ɮ - - e - -		18622	
414	Daofu	the needle (for sewing)	ʁɑr	ʁɑr	ʁ ɑ r		7738	10231	- ʁ - ɑ r - -		17862	
415	Daofu	the nit	ɕə	ɕə	ɕ ə		3836	190	- ɕ - ə		18665	
416	Daofu	the nose	sni	sni	s n i		3869	2090	s n - i		18615	
417	Daofu	the otter	ʂsəm	ʂsəm	ʂ s ə m		7880	1290	- ʂ s ə m		18781	
418	Daofu	the pig	va	va	v a		8572	2092	v - a -		18753	
419	Daofu	the rain	mə qhi	mə qhi	m ə + qʰ i		3956 3957	1164	m ə + qʰ i		18569	
420	Daofu	the rainbow	ndʑa	ndʑa	n dʑ a	_3983	3983	94	n dʑ a		18570	
421	Daofu	the river	ɣrə	ɣrə	ɣ r ə		4020	2346	ɣ r ə		18586	
422	Daofu	the road	tɕɛ	tɕɛ	tɕ ɛ		4047	1175	- tɕ - ɛ		18591	
423	Daofu	the root	sə rko	sə rko	sʰ ə + r k o	4086 _4087	4086 4087	3068	sʰ ə + r k o	partial tib: rkong	25477	
424	Daofu	the rope	sku lu	sku lu	s k u + l u		4125 4115	3993	- - s k - u + l u		19024	
425	Daofu	the sand	bji ma	bji ma	b j i m a	_4162	4162	118	b j i m a	tib	18593	
426	Daofu	the sea	mtshu	mtshu	m tsʰ u	_4185	4185	3122	- - - m tsʰ - u	tib	18588	
427	Daofu	the seed	fɬə	fɬə	f ɬʰ ə		4205	4007	- f ɬʰ - - ə		17073	
428	Daofu	the sheep	lɑ ʁɑ	lɑ ʁɑ	l ɑ + ʁ ɑ		7677 4239	231	l ɑ - - - + ʁ ɑ		18746	
429	Daofu	the shit	ʂcçɑ xpɑ	ʂcçɑ xpɑ	ʂ cç ɑ x p ɑ	_4261	4261	544	ʂ cç ɑ x p ɑ	tib	30580	
431	Daofu	the shoulder	lva tɕha	lva tɕha	l + v a + tɕʰ a		8550 8574 8566	13	l + - v - - a - - + tɕʰ a		18624	
434	Daofu	the sickle	ɕa ren	ɕa ren	ɕʰ a r e n		4320	3297	ɕʰ a r e n		19027	
435	Daofu	the skin	dʑi dʑa	dʑi dʑa	dʑ i dʑ a		4348	2473	dʑ - i dʑ - a - -		18642	
437	Daofu	the sky	mɑ mqɑ	mɑ mqɑ	m ɑ + m q ɑ		4376 8159	499	m ɑ - - - + - m q ɑ		18562	
438	Daofu	the smoke	m◦khə	m◦khə	m + kʰ ə		8261 4403	68	m - + - - kʰ ə - - - - -		18578	
440	Daofu	the snake	mphri	mphri	m pʰ r i		7814	70	m pʰ - r i - -		16815	
441	Daofu	the snow	kha va	kha va	kʰ a v a	_4455	4455	131	- kʰ a v a	tib	18571	
442	Daofu	the son	ze	ze	z e		4481	73	z - e		18697	
443	Daofu	the sparrow	ɣzə	ɣzə	ɣ + z ə		4508 4505	3599	- ɣ - - - + z - ə		18794	
444	Daofu	the spider	a mbə	a mbə	a + m b ə		4528 4529	2659	a + m b ə		18817	
445	Daofu	the star	zgre	zgre	z g r e		4551	1073	z - - g r - e - -		18565	
446	Daofu	the stick	pə cha	pə cha	p ə + cçʰ a		4573 4574	3063	p ə + cçʰ a		17893	
447	Daofu	the stone (a piece of)	rgə ma	rgə ma	r g ə + m a		4599 4600	3598	r g ə + m a		30712	
448	Daofu	the sun	ɣbə	ɣbə	ɣ + b ə		8454 4628	3166	ɣ + b - ə		18563	
449	Daofu	the tail	rŋa ma	rŋa ma	r ŋ a m a	_4653	4653	914	r ŋ a m a	tib	18743	
450	Daofu	the thigh	blɛ	blɛ	b l ɛ	_4681	4681	865	b l ɛ - -	tib	18631	
451	Daofu	the thunder	scçɑ lu	scçɑ lu	s cç ɑ + l u	_7934 _4708	7934 4708	1162	s cç ɑ + - l u	tib: glu	18567	
452	Daofu	the tiger	stɑ	stɑ	s t ɑ	_4733	4733	1105	s t ɑ -	tib	18768	
453	Daofu	the tongue	vɮɛ	vɮɛ	v + ɮ ɛ		8497 4760	4190	v + - - ɮ - - ɛ		15868	
454	Daofu	the tooth (front)	ɕə	ɕə	ɕ ə		4781	10482	- ɕ - - - ə - -		18650	
455	Daofu	the tree	lə phu	lə phu	l ə + pʰ u		4807 4808	3679	l ə + - pʰ u -		18825	
456	Daofu	the water	ɣrə	ɣrə	ɣ r ə		4835	29782	ɣ r ə -		18596	
457	Daofu	the wheat	ɮe	ɮe	ɮ e		4859	3234	- ɮ - e		18856	
459	Daofu	the wife	la ja	la ja	l a + j a		4881 4880	2931	l a + - j a - -		16371	
460	Daofu	the wife	vu da	vu da	v u d a		4895	2933	v u d a		16375	
461	Daofu	the wind	xpə rju	xpə rju	x p ə r j u		4914	3394	x p ə r j u -		18568	
462	Daofu	the wing	ɕɑ spɑ	ɕɑ spɑ	ɕ ɑ + s p ɑ	_4950 4940	4950 4940	3587	- ɕ ɑ - - - + s p - ɑ -	tib	18762	
463	Daofu	the wolf	spjoŋ kə	spjoŋ kə	s p j o ŋ k ə	_4963	4963	741	s p j o ŋ k ə -	tib	18785	
464	Daofu	the woman	sme	sme	s + m e		4996 4986	29768	s - - + m - e - -		18676	
465	Daofu	the wood (material)	ndʐɛ mɛ	ndʐɛ mɛ	n ɖʐ ɛ + m ɛ		5014 5015	2978	n ɖʐ ɛ + m ɛ		17530	
466	Daofu	the worm	ba bə	ba bə	b a b ə		5054	0	b a - b ə		18810	
467	Daofu	the year	kvo	kvo	k v o		5081	4196	- k v - o - -		19136	
468	Daofu	there	a wu thu	a wu thu	a w u tʰ u		5122	2701	a w u tʰ u		19245	
470	Daofu	thick	ga ɣɮa	ga ɣɮa	g a + ɣ + ɮ a		7888 8478 5132	977	g a + ɣ + ɮ - a - - - - - - -		19277	
471	Daofu	thin (object)	bə be	bə be	b ə b e		5163	3196	- - b ə - b - e - - - - -		30716	
472	Daofu	thin (object)	gɛ bə	gɛ bə	g ɛ + b ə		7889 5163	3196	g ɛ + - - - - - b - ə - - - - -		30717	
473	Daofu	thou [second person singular]	ȵi	ȵi	ȵ i		5189	10475	ȵ - i - -		19226	
474	Daofu	three	xsu	xsu	x s u		7832	283	x - s u - - -		19150	
475	Daofu	to be alive	xsə xsə	xsə xsə	x s ə x s ə		7769	280	x s - - ə - x s ə -		20223	
476	Daofu	to bite	ʂchɛ	ʂchɛ	ʂ cçʰ ɛ		5263	1933	- - ʂ cçʰ - ɛ - - - - -		19876	
477	Daofu	to blow (of wind)	phɛ	phɛ	pʰ ɛ		5292	3096	pʰ ɛ		25702	
478	Daofu	to burn [intransitive]	bə rjɛ	bə rjɛ	b ə r j ɛ		5341	3402	- b ə r j ɛ		19533	
479	Daofu	to buy	rə	rə	r ə		5407	2333	- - r - ə -		21940	
480	Daofu	to chew	ngə ga	ngə ga	n g ə g a		8580	1534	n g - ə g a		19649	
481	Daofu	to come	ɮɛ	ɮɛ	ɮ ɛ		5491	10244	- - ɮ - ɛ -		18729	
482	Daofu	to count	ʂtse dʐu	ʂtse dʐu	ʂ ts e + ɖʐ u	_5542 _8331	5542 8331	1019	ʂ ts e - - - + ɖʐ u	tib	19806	
483	Daofu	to cry (weep)	zjo ra	zjo ra	z j o r a		5572	2863	z j o r a		19693	
484	Daofu	to die	də sɛ	də sɛ	d ə + sʰ ɛ		5655 5654	163	d ə + sʰ - ɛ - -		19813	
485	Daofu	to dig	nqhu ra	nqhu ra	n qʰ u + r a		5692 5684	3483	n qʰ - u + r a		19841	
486	Daofu	to drink	thi	thi	tʰ i		5711	2416	tʰ - i - -		25584	
487	Daofu	to eat	ngə	ngə	n g ə		5738	1141	n g ə		19472	
488	Daofu	to fight	nchə nchə	nchə nchə	n cçʰ ə n cçʰ ə		5808	2528	n cçʰ - ə n cçʰ ə		22813	
489	Daofu	to float	ɣrə tɕha bjo	ɣrə tɕha bjo	ɣ r ə + tɕʰ a + b j o		5838 5839 5840	2826	ɣ r ə + tɕʰ a + b j o		22082	
490	Daofu	to flow	xɕɛr	xɕɛr	x ɕ ɛ r		5862	3182	x ɕ ɛ r		16720	
491	Daofu	to fly (move through air)	bjo	bjo	b j o		5887	10206	- - - b j o - -		19570	
492	Daofu	to forget	də rmə	də rmə	d ə + r m ə		5913 5912	1575	d ə + r m - ə - - -		19845	
493	Daofu	to give	fkho	fkho	f + kʰ o		5957 5959	2125	f + kʰ - - o -		25072	
494	Daofu	to hear	də ntɕhi	də ntɕhi	d ə + n tɕʰ i		6006 6007	3311	d ə + n tɕʰ - i		19831	
495	Daofu	to hide (conceal)	ndzə	ndzə	n + dz ə		8089 6035	3228	n - + dz ə - -		20560	
496	Daofu	to hold	khrə	khrə	kʰ r ə		6083	2505	kʰ r ə		22705	
497	Daofu	to hunt	rŋa və	rŋa və	r ŋ a + v ə		8542 6119	1455	r ŋ a - + v ə		19502	
498	Daofu	to kill	sɛ	sɛ	sʰ ɛ		6142	3125	sʰ - ɛ -		22273	
499	Daofu	to kill	ntɕə	ntɕə	n tɕ ə		6147	2428	n tɕ ə -		22278	
500	Daofu	to knead	lne	lne	l + n e		8493 6173	4197	l + n e - - - -		19289	
501	Daofu	to laugh	qhɛ	qhɛ	qʰ ɛ		6223	2598	- qʰ ɛ - - -		19865	
502	Daofu	to learn	ndʑi	ndʑi	n + dʑ i		8438 6249	2623	n + - dʑ - - i - - - - - -		19869	
503	Daofu	to learn	ndʑi ndʑa	ndʑi ndʑa	n + dʑ i n dʑ a		8438 6249	2623	n + - dʑ - - i - - - n dʑ a		19870	
504	Daofu	to lick	pqɑ	pqɑ	p q ɑ		6278	2662	p q ɑ		23447	
505	Daofu	to lie down	rgə	rgə	r g ə		7623	2363	r g - - ə - -		19820	
506	Daofu	to marry (a man marries a woman)	(lɛji) mqhə lə	(lɛji) mqhə lə	l ɛ j i + m qʰ ə + l ə		6331 6330 6332	1597	l ɛ j i + m qʰ - ə + l ə		19762	
507	Daofu	to plant (vegetals, rice)	ɮə	ɮə	ɮ ə		6388	722	- - - ɮ - ə - -		19884	
