ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE	SUBGROUP
4327	Guanyinqiao Khroskyabs	below, under	ɕe⁵³tʰa⁵³	ɕe⁵³tʰa⁵³	ɕ ⁵³/e + tʰ ⁵³/a		7908 7909	0	ɕ ⁵³/e + tʰ ⁵³/a				Rgyalrongic
4328	Guanyinqiao Khroskyabs	below, under	ji³³tse⁵⁵tʰa	ji³³tse⁵⁵tʰa	j ³³/i ts ⁵⁵/e + tʰ a		188 7909	0	j ³³/i ts ⁵⁵/e + tʰ a				Rgyalrongic
4330	Guanyinqiao Khroskyabs	below, under	ɕe⁵⁵ji³³la³³	ɕe⁵⁵ji³³la³³	ɕ ⁵⁵/e + j ³³/i l ³³/a		7908 188	0	ɕ ⁵⁵/e + j ³³/i - l ³³/a - -				Rgyalrongic
4687	Njorogs Khroskyabs	below, under	ɕa⁵⁵jis³³	ɕa⁵⁵jis³³	ɕ ⁵⁵/a + j ³³/i s		7908 188	0	ɕ ⁵⁵/a + j ³³/i s - - - -				Rgyalrongic
4708	Njorogs Khroskyabs	below, under	ə³³cʰe⁵⁵	ə³³cʰe⁵⁵	³³/ə + cçʰ ⁵⁵/e		173 7907	0	³³/ə + cçʰ - ⁵⁵/e				Rgyalrongic
5111	Tshobdun	below, under	pʰi	pʰi	pʰ i		179	0	pʰ i -				Rgyalrongic
5507	Ngyaltsu Zbu	below, under	və-véʔ	və-véʔ	v ə + v é/e ʔ		174 179	0	v ə + v é/e ʔ				Rgyalrongic
5626	Zlarong	below, under	ke53re31	ke53re31	k ⁵³/e r ³¹/e		185	0	k ⁵³/e r ³¹/e				Chamdoic
5850	Kyomkyo Situ	below, under	taka	taka	t a + k a		7910 0	0	t a + k a				Rgyalrongic
5851	Kyomkyo Situ	below, under	tapa	tapa	t a + p a		7910 179	0	t a + p a -				Rgyalrongic
5852	Kyomkyo Situ	below, under	təspoʔk	təspoʔk	t ə + s p o ʔ k		7910 178	0	t ə + s p o ʔ k -				Rgyalrongic
6513	Mazur Stau	below, under	və	və	v ə		179	0	v ə -				Rgyalrongic
6879	Yaoji Situ	below, under	a³³no⁵⁵	a³³no⁵⁵	a ³³ n o ⁵⁵								Rgyalrongic
7349	Cogtse Situ	below, under	ana2	ana2	a n a 2								Rgyalrongic
7643	Njorogs Khroskyabs	below, under	ə³³cçʰe⁵⁵	ə³³cçʰe⁵⁵	ə ³³ c çʰ e ⁵⁵								Rgyalrongic
7803	mBrongrdzon Khroskyabs	below, under	və́ʔ	və́ʔ	v ə́ ʔ								Rgyalrongic
8022	Bawang Horpa	below, under	qwe	qwe	q w e								Rgyalrongic
8491	Shimuliu Japhug	below, under	ʃəŋ-pa	ʃəŋ-pa	ʃ ə ŋ p a								Rgyalrongic
96	Bantawa	big	ɨdʰiwaŋ	ɨdʰiwaŋ	ɨ dʰ i w a ŋ		211	0	ɨ dʰ i w a ŋ				Kiranti
277	Stau	big	gɛ cçhɛ	gɛ chɛ	g ɛ + cʰ ɛ		213 228	1349	g ɛ + cʰ ɛ -		19258		rGyalrongic
548	Japhug	big	wxti	wxti	w x t i		224	29701	w x t i -		578		rGyalrongic
922	Tangut	big	khwej	khwej	kʰ w e j		216	10181	kʰ w e j		38013		Tangut
1249	Wobzi Khroskyabs	big	qʰrɑ́	qʰrɑ́	qʰ r ɑ́/ɑ		216	3734	qʰ r ɑ́/ɑ -		31562		rGyalrongic
1544	Zhaba	big	tɕi⁵⁵tɕi⁵⁵	tɕi⁵⁵tɕi⁵⁵	tɕ ⁵⁵/i tɕ ⁵⁵/i		8410	29701	- - tɕ ⁵⁵/i - tɕ ⁵⁵/i		21751		Qiangic
1812	Mbarkhams Situ	big	kə ktᴇ	kə ktᴇ	k ə + k t ɛ		7777 224	29701	k ə + - k t ɛ -		17996		rGyalrongic
2059	Kangding Minyag	big	ki³³kɐ⁵³	ki³³kɐ⁵³	k ³³/i k ⁵³/ɐ		220	0	k ³³/i k ⁵³/ɐ		22985		Qiangic
2361	Pengbuxi Minyag	big	1kikʌ	1kikʌ	k i k ¹/ʌ		220	0	k i k ¹/ʌ				Qiangic
2629	Old Burmese	big	kriḥ	kriḥ	k r ī/i ɦ		7776	909	k r ī/i ɦ		31059		Burmish
2869	Xinlong Queyu	big	qo⁵⁵rʒi¹³	qo⁵⁵rʒi¹³	q ⁵⁵/o r ʒ ¹³/i		223	0	q ⁵⁵/o r ʒ ¹³/i		20582		Qiangic
3273	Pubarong Queyu	big	ndʑũ	ndʑũ	n dʑ ũ		222	0	n dʑ ũ				Qiangic
3400	Siyuewu Khroskyabs	big	qʰrɑ́	qʰrɑ́	qʰ r ɑ́/ɑ		216	0	qʰ r ɑ́/ɑ -		38809		Rgyalrongic
3401	Siyuewu Khroskyabs	big	cʰæ̂d	cʰæ̂d	cʰ æ̂/æ d		228	0	cʰ æ̂/æ d		38810		Rgyalrongic
3715	Bragbar Situ	big	ti	ti	t ī/i		224	0	- - t ī/i -				Rgyalrongic
3716	Bragbar Situ	big	u-ktə̂	u-ktə̂	u + k t ə̂/ə		227 224	0	u + - k t ə̂/ə -				Rgyalrongic
4231	Geshiza	big	tɕʰæ	tɕʰæ	tɕʰ æ		228	0	tɕʰ æ -				Rgyalrongic
4331	Guanyinqiao Khroskyabs	big	qʰra⁵⁵	qʰra⁵⁵	qʰ r ⁵⁵/a		216	0	qʰ r ⁵⁵/a -				Rgyalrongic
4332	Guanyinqiao Khroskyabs	big	cʰɛ⁵³	cʰɛ⁵³	cçʰ ⁵³/ɛ		228	0	cçʰ ⁵³/ɛ -				Rgyalrongic
4838	Njorogs Khroskyabs	big	qʰraʔ⁵⁵	qʰraʔ⁵⁵	qʰ r ⁵⁵/a ʔ		216	0	qʰ r ⁵⁵/a ʔ				Rgyalrongic
5251	Tshobdun	big	xtεʔ	xtεʔ	x t ɛ ʔ		224	0	- x t ɛ ʔ				Rgyalrongic
5395	Ngyaltsu Zbu	big	kə-xtiʔ	kə-xtiʔ	k ə + x t í/i ʔ		7777 224	0	k ə + - x t í/i ʔ				Rgyalrongic
5821	Zlarong	big	tu31po55	tu31po55	t ³¹/u + p ⁵⁵/o		224 8043	0	- - t ³¹/u - + p ⁵⁵/o				Chamdoic
5853	Kyomkyo Situ	big	kəktu	kəktu	k ə + k t u		7777 224	0	k ə + - k t u -				Rgyalrongic
6514	Mazur Stau	big	cʰɛ	cʰɛ	cʰ ɛ		228	0	cʰ ɛ -				Rgyalrongic
6851	Wobzi Khroskyabs	big	cʰæ̂	cʰæ̂	cʰ æ̂/æ		228	0	cʰ æ̂/æ -				rGyalrongic
6933	Yaoji Situ	big	kə³³kʰti⁵⁵	kə³³kʰti⁵⁵	k ə ³³ kʰ t i ⁵⁵								Rgyalrongic
7232	Cogtse Situ	big	kǝ-kte2	kǝ-kte2	k ǝ k t e 2								Rgyalrongic
7518	Njorogs Khroskyabs	big	qʰraʔ⁵⁵	qʰraʔ⁵⁵	qʰ r a ʔ ⁵⁵								Rgyalrongic
7763	mBrongrdzon Khroskyabs	big	qʰræʔ	qʰræʔ	qʰ r æ ʔ								Rgyalrongic
8023	Bawang Horpa	big	qwɐtʃʰə	qwɐtʃʰə	q w ɐ t ʃʰ ə								Rgyalrongic
8024	Bawang Horpa	big	tʃʰɐ	tʃʰɐ	t ʃʰ ɐ								Rgyalrongic
8492	Shimuliu Japhug	big	kə-xte	kə-xte	k ə x t e								Rgyalrongic
161	Bantawa	black	makɨwa	makɨwa	m a k ɨ w a		240	0	m a k ɨ w a				Kiranti
278	Stau	black	ȵa ȵa	ȵa ȵa	ȵ a ȵ a		242	511	ȵ - a - - ȵ a		19300		rGyalrongic
279	Stau	black	ga ȵa	ga ȵa	g a + ȵ a		7743 242	511	g a + ȵ - a - - - -		19301		rGyalrongic
549	Japhug	black	ɲaʁ	ɲaʁ	ɲ a ʁ		242	511	ɲ - a - ʁ - -		737		rGyalrongic
923	Tangut	black	njaa¹	njaa¹	n j ¹/aː		242	511	n j ¹/aː - - - -		741		Tangut
1250	Wobzi Khroskyabs	black	ɲá	ɲá	ɲ á/a		242	511	ɲ - á/a - - - -		31565		rGyalrongic
1545	Zhaba	black	na⁵⁵na⁵⁵	na⁵⁵na⁵⁵	n ⁵⁵/a n ⁵⁵/a	_246	246	511	n ⁵⁵/a - - n ⁵⁵/a	tib?	22400		Qiangic
1813	Mbarkhams Situ	black	kə nɐk	kə nɐk	k ə + n ɐ k	245 _246	245 246	511	k ə + n ɐ - k - -	tib?	18021		rGyalrongic
2060	Kangding Minyag	black	ȵi⁵⁵ȵi³³	ȵi⁵⁵ȵi³³	ȵ ⁵⁵/i ȵ ³³/i		242	0	ȵ - ⁵⁵/i - - ȵ ³³/i		23022		Qiangic
2420	Pengbuxi Minyag	black	1ɲiɲi	1ɲiɲi	ɲ i ɲ ¹/i		242	0	ɲ - i - - ɲ ¹/i				Qiangic
2630	Old Burmese	black	nak	nak	n a k		242	511	n - a - k - -		31060		Burmish
2870	Xinlong Queyu	black	ȵe⁵⁵ȵe³³	ȵe⁵⁵ȵe³³	ȵ ⁵⁵/e ȵ ³³/e		242	0	ȵ - ⁵⁵/e - - ȵ ³³/e		20613		Qiangic
3182	Pubarong Queyu	black	ɲeɲe	ɲeɲe	ɲ ē/e ɲ ē/e		242	0	ɲ - ē/e - - ɲ ē/e				Qiangic
3402	Siyuewu Khroskyabs	black	ɲǽʁ	ɲǽʁ	ɲ ǽ/æ ʁ		242	0	ɲ - ǽ/æ - ʁ - -		38811		Rgyalrongic
3717	Bragbar Situ	black	nâk	nâk	n â/a k	_246	246	0	n â/a - k - -	tib?			Rgyalrongic
4133	Geshiza	black	ɲa	ɲa	ɲ a		242	0	ɲ - a - - - -				Rgyalrongic
4333	Guanyinqiao Khroskyabs	black	ɲɑ⁵⁵	ɲɑ⁵⁵	ɲ ⁵⁵/ɑ		242	0	ɲ - ⁵⁵/ɑ - - - -				Rgyalrongic
4818	Njorogs Khroskyabs	black	ɲaʔq⁵⁵	ɲaʔq⁵⁵	ɲ a ʔ ⁵⁵/q		242	0	ɲ - a ʔ ⁵⁵/q - -				Rgyalrongic
5098	Tshobdun	black	ɲa	ɲa	ɲ a		242	0	ɲ - a - - - -				Rgyalrongic
5384	Ngyaltsu Zbu	black	kə-ɲɐ̂ʁ	kə-ɲɐ̂ʁ	k ə + ɲ ɐ̂/ɐ ʁ		245 242	0	k ə + ɲ - ɐ̂/ɐ - ʁ - -				Rgyalrongic
5710	Zlarong	black	ȵi31ȵi53	ȵi31ȵi53	ȵ ³¹/i ȵ ⁵³/i		242	0	ȵ - ³¹/i - - ȵ ⁵³/i				Chamdoic
5854	Kyomkyo Situ	black	kəneʔk	kəneʔk	k ə + n e ʔ k	245 _246	245 246	0	k ə + n e ʔ k - -	tib?			Rgyalrongic
6515	Mazur Stau	black	ɲæ	ɲæ	ɲ æ		242	0	ɲ - æ - - - -				Rgyalrongic
6937	Yaoji Situ	black	kə³³nak⁵⁵	kə³³nak⁵⁵	k ə ³³ n a k ⁵⁵								Rgyalrongic
7147	Cogtse Situ	black	kǝ-nɐk	kǝ-nɐk	k ǝ n ɐ k								Rgyalrongic
7422	Njorogs Khroskyabs	black	ɲaʔq⁵⁵	ɲaʔq⁵⁵	ɲ a ʔ q ⁵⁵								Rgyalrongic
7754	mBrongrdzon Khroskyabs	black	ɲaʔ	ɲaʔ	ɲ a ʔ								Rgyalrongic
8025	Bawang Horpa	black	ɲa-ɲa	ɲa-ɲa	ɲ a ɲ a								Rgyalrongic
8344	Situ in Jarongyiyu	black	ki-nag	ki-nag	k i n a g								Rgyalrongic
8493	Shimuliu Japhug	black	kə-nak	kə-nak	k ə n a k								Rgyalrongic
110	Bantawa	cold (of temperature)	keŋma (keŋa)	keŋma (keŋa)	k e ŋ m a + k e ŋ a		267 268	0	k e ŋ m a + k e ŋ a				Kiranti
280	Stau	cold (of temperature)	ʂkhu ʂkhu	ʂkhu ʂkhu	ʂ kʰ u ʂ kʰ u		273	1384	ʂ kʰ u - ʂ kʰ u		19366		rGyalrongic
550	Japhug	cold (of temperature)	mɯɕtaʁ	mɯɕtaʁ	m ɯ ɕ t a ʁ		7788	1002	m ɯ ɕ t a ʁ		1532		rGyalrongic
924	Tangut	cold (of temperature)	da²	da²	d ²/a		280	1002	d ²/a		1536		Tangut
925	Tangut	cold (of temperature)	dʑjij	dʑjij	dʑ j i j		284	10187	- dʑ j i j - -		38018		Tangut
1251	Wobzi Khroskyabs	cold (of temperature)	rkʰô	rkʰô	r kʰ ô/o		273	1384	r kʰ ô/o - - - -		31577		rGyalrongic
1546	Zhaba	cold (of temperature)	vɪ⁵⁵vɪ⁵⁵	vɪ⁵⁵vɪ⁵⁵	v ⁵⁵/ɪ v ⁵⁵/ɪ		282	2307	v ⁵⁵/ɪ v ⁵⁵/ɪ		21835		Qiangic
1547	Zhaba	cold (of temperature)	ʌ⁵⁵guɛ⁵⁵	ʌ⁵⁵guɛ⁵⁵	⁵⁵/ʌ g u ⁵⁵/ɛ		285	2793	⁵⁵/ʌ g u ⁵⁵/ɛ		24018		Qiangic
1814	Mbarkhams Situ	cold (of temperature)	kə mə ʃtɑk	kə mə ʃtɑk	k ə + m ə ʃ t ɑ k		275 7788	1002	k ə + m ə ʃ t ɑ k		18059		rGyalrongic
2061	Kangding Minyag	cold (of temperature)	ndza³³ndza⁵⁵	ndza³³ndza⁵⁵	n dz ³³/a n dz ⁵⁵/a		276	0	n dz ³³/a n dz ⁵⁵/a		23454		Qiangic
2560	Pengbuxi Minyag	cold (of temperature)	2ndzændzæ	2ndzændzæ	n dz æ n dz ²/æ		276	0	n dz æ n dz ²/æ				Qiangic
2631	Old Burmese	cold (of temperature)	ʔeḥ	ʔeḥ	ʔ e ɦ		277	3264	ʔ e ɦ		31061		Burmish
2871	Xinlong Queyu	cold (of temperature)	qa⁵⁵tʃa¹³	qa⁵⁵tʃa¹³	q ⁵⁵/a + tʃ ¹³/a		8052 284	0	q ⁵⁵/a + - tʃ - ¹³/a - - -		20661		Qiangic
2872	Xinlong Queyu	cold (of temperature)	tʃa¹³tʃa⁵⁵	tʃa¹³tʃa⁵⁵	tʃ ¹³/a tʃ ⁵⁵/a		284	0	- tʃ - ¹³/a - tʃ ⁵⁵/a		20660		Qiangic
3274	Pubarong Queyu	cold (of temperature)	tʂo	tʂo	ʈʂ ō/o		278	0	ʈʂ ō/o				Qiangic
3403	Siyuewu Khroskyabs	cold (of temperature)	rkʰô	rkʰô	r kʰ ô/o		273	0	r kʰ ô/o - - - -		38812		Rgyalrongic
3718	Bragbar Situ	cold (of temperature)	mə-ɕtiâk	mə-ɕtiâk	m ə ɕ t i â/a k		7788	0	m ə ɕ t i â/a k				Rgyalrongic
4178	Geshiza	cold (of temperature)	rkʰo	rkʰo	r kʰ o		273	0	r kʰ o - - - -				Rgyalrongic
4334	Guanyinqiao Khroskyabs	cold (of temperature)	rkʰo⁵³	rkʰo⁵³	r kʰ ⁵³/o		273	0	r kʰ ⁵³/o - - - -				Rgyalrongic
4864	Njorogs Khroskyabs	cold (of temperature)	rkʰoʔ⁵⁵	rkʰoʔ⁵⁵	r kʰ ⁵⁵/o ʔ		273	0	r kʰ ⁵⁵/o ʔ - - -				Rgyalrongic
5241	Tshobdun	cold (of temperature)	wɐⁿdʒiʔ	wɐⁿdʒiʔ	w ɐ + ⁿdʒ i ʔ		8050 284	0	w ɐ + - ⁿdʒ - i ʔ - -				Rgyalrongic
5393	Ngyaltsu Zbu	cold (of temperature)	kə-vɐndʑɐ̂	kə-vɐndʑɐ̂	k ə + v ɐ + n dʑ ɐ̂/ɐ		275 8050 284	0	k ə + v ɐ + n dʑ - ɐ̂/ɐ - - -				Rgyalrongic
5694	Zlarong	cold (of temperature)	ndʑa31li53	ndʑa31li53	n dʑ ³¹/a + l ⁵³/i		284 8051	0	n dʑ - ³¹/a - - - + l ⁵³/i				Chamdoic
5855	Kyomkyo Situ	cold (of temperature)	kəməʃtak	kəməʃtak	k ə + m ə ʃ t a k		275 7788	0	k ə + m ə ʃ t a k				Rgyalrongic
6516	Mazur Stau	cold (of temperature)	rkʰu	rkʰu	r kʰ u		273	0	r kʰ u - - - -				Rgyalrongic
6960	Yaoji Situ	cold (of temperature)	kə³³wa⁵⁵ntʃo³³	kə³³wa⁵⁵ntʃo³³	k ə ³³ w a ⁵⁵ n t ʃ o ³³								Rgyalrongic
7277	Cogtse Situ	cold (of temperature)	kǝ-mǝʃtak	kǝ-mǝʃtak	k ǝ m ǝ ʃ t a k								Rgyalrongic
7565	Njorogs Khroskyabs	cold (of temperature)	rkʰoʔ⁵⁵	rkʰoʔ⁵⁵	r kʰ o ʔ ⁵⁵								Rgyalrongic
7767	mBrongrdzon Khroskyabs	cold (of temperature)	rkʰua	rkʰua	r kʰ ua								Rgyalrongic
8026	Bawang Horpa	cold (of temperature)	rkʰo	rkʰo	r kʰ o								Rgyalrongic
8345	Situ in Jarongyiyu	cold (of temperature)	mu-ɕag-tʰag	mu-ɕag-tʰag	m u ɕ a g tʰ a g								Rgyalrongic
8494	Shimuliu Japhug	cold (of temperature)	kə-mə-ʃtak	kə-mə-ʃtak	k ə m ə ʃ t a k								Rgyalrongic
281	Stau	correct (right)	ŋi ŋi	ŋi ŋi	ŋ i ŋ i		300	5043	ŋ i ŋ i		19349		rGyalrongic
551	Japhug	correct (right)	ɣɤŋgi	ɣɤŋgi	ɣ ɤ ŋg i		8565	1465	ɣ ɤ ŋg i -		1691		rGyalrongic
552	Japhug	correct (right)	ɯ-stu	ɯ-stu	ɯ + s t u		312 305	3976	ɯ + s t u -		32322		rGyalrongic
927	Tangut	correct (right)	tɕjɨj	tɕjɨj	tɕ j ɨ j		303	0	- tɕ j ɨ j		38182		Tangut
1252	Wobzi Khroskyabs	correct (right)	vɟe	vɟe	v ɟ ê/e		303	5042	v ɟ - ê/e -		31579		rGyalrongic
1548	Zhaba	correct (right)	tʌ³³ndʑa⁵⁵	tʌ³³ndʑa⁵⁵	t ³³/ʌ n dʑ ⁵⁵/a		310	4542	t ³³/ʌ n dʑ ⁵⁵/a		21818		Qiangic
1815	Mbarkhams Situ	correct (right)	wɐ stot	wɐ stot	w ɐ + s t o t		298 305	3976	w ɐ + s t o t		18047		rGyalrongic
2062	Kangding Minyag	correct (right)	ɴa³³ (ti⁵⁵)	ɴa³³ (ti⁵⁵)	ɴ ³³/a + t ⁵⁵/i		300 307	0	ɴ ³³/a - - + t ⁵⁵/i		20865		Qiangic
2632	Old Burmese	correct (right)	mhan	mhan	m̥ a n		308	3908	m̥ a n		31062		Burmish
2873	Xinlong Queyu	correct (right)	ʑe¹³	ʑe¹³	ʑ ¹³/e		303	0	- ʑ - ¹³/e -		20645		Qiangic
3275	Pubarong Queyu	correct (right)	ʑi	ʑi	ʑ i		303	0	- ʑ - i -				Qiangic
3404	Siyuewu Khroskyabs	correct (right)	vɟe	vɟe	v ɟ ê/e		303	0	v ɟ - ê/e -		38813		Rgyalrongic
3719	Bragbar Situ	correct (right)	va-su	va-su	v a + s ū/u		298 299	0	v a + s ū/u				Rgyalrongic
4237	Geshiza	correct (right)	tɔ	tɔ	t ɔ		305	0	- t ɔ -				Rgyalrongic
4335	Guanyinqiao Khroskyabs	correct (right)	vɟi⁵³	vɟi⁵³	v ɟ ⁵³/i		303	0	v ɟ - ⁵³/i -				Rgyalrongic
4960	Njorogs Khroskyabs	correct (right)	vɟe⁵⁵	vɟe⁵⁵	v ɟ ⁵⁵/e		303	0	v ɟ - ⁵⁵/e -				Rgyalrongic
5242	Tshobdun	correct (right)	wɐⁿgiʔ	wɐⁿgiʔ	w ɐ ⁿg i ʔ		8565	0	w ɐ ⁿg i ʔ				Rgyalrongic
5498	Ngyaltsu Zbu	correct (right)	vɐⁿɟi	vɐⁿɟi	v ɐ ⁿɟ í/i		8565	0	v ɐ ⁿɟ í/i -				Rgyalrongic
5791	Zlarong	correct (right)	tho31a55sɨ31	tho31a55sɨ31	tʰ ³¹/o + ⁵⁵/a s ³¹/ɨ		305 8469	0	- tʰ ³¹/o - + ⁵⁵/a s ³¹/ɨ				Chamdoic
5856	Kyomkyo Situ	correct (right)	kacha	kacha	k a + cʰ a		304 7854	0	k a + cʰ a				Rgyalrongic
6504	Pengbuxi Minyag	correct (right)	ɴæ	ɴæ	ɴ ¹/æ		300	0	ɴ ¹/æ - -				Qiangic
6517	Mazur Stau	correct (right)	ŋe	ŋe	ŋ e		300	0	ŋ e - -				Rgyalrongic
7374	Cogtse Situ	correct (right)	ka-wasu	ka-wasu	k a w a s u								Rgyalrongic
7671	Njorogs Khroskyabs	correct (right)	vɟje⁵⁵	vɟje⁵⁵	v ɟ j e ⁵⁵								Rgyalrongic
7985	mBrongrdzon Khroskyabs	correct (right)	vɟe	vɟe	v ɟ e								Rgyalrongic
8027	Bawang Horpa	correct (right)	ŋi	ŋi	ŋ i								Rgyalrongic
160	Bantawa	dark	makcɨkpa	makcɨkpa	m a k c ɨ k p a		326	0	m a k c ɨ k p a				Kiranti
283	Stau	dark	gɛ ʁnɛ	gɛ ʁnɛ	g ɛ + ʁ + n ɛ		7742 8442 8441	1363	g ɛ + ʁ - + - n ɛ -		19313		rGyalrongic
553	Japhug	dark	qanɯ	qanɯ	q a + n ɯ		8442 8441	1363	q a + - n ɯ -		30536		rGyalrongic
928	Tangut	dark	mur	mur	m u r		340	4209	m u - r		38147		Tangut
1253	Wobzi Khroskyabs	dark	ʁni	ʁni	ʁ + n î		8442 8441	1363	ʁ - + - n î -		31582		rGyalrongic
1549	Zhaba	dark	na³³pu⁵⁵pu³³	na³³pu⁵⁵pu³³	n ³³/a + p ⁵⁵/u p ³³/u	_341 338	341 338	144	n ³³/a - - + p ⁵⁵/u p ³³/u	tib	16541		Qiangic
1816	Mbarkhams Situ	dark	mɐ kə khsɐl	mɐ kə khsɐl	m ɐ + k ə + kʰ s ɐ l		331 332 333	990	m ɐ + k ə + kʰ s ɐ l		18028		rGyalrongic
2419	Pengbuxi Minyag	dark	1ɲiɕuɕu	1ɲiɕuɕu	ɲ i + ɕ u ɕ ¹/u		8441 7740	0	- ɲ i - + ɕ u ɕ ¹/u				Qiangic
2633	Old Burmese	dark	mho₂ṅ	mho₂ṅ	m̥ ²/o ŋ		340	144	m̥ ²/o ŋ -		31063		Burmish
2874	Xinlong Queyu	dark	ma⁵⁵psue⁵⁵	ma⁵⁵psue⁵⁵	m ⁵⁵/a + p s u ⁵⁵/e		331 7741	0	m ⁵⁵/a + p s u ⁵⁵/e		20621		Qiangic
3276	Pubarong Queyu	dark	ɲe pɨ̄pɨ	ɲe pɨ̄pɨ	ɲ e + p ɨ̄/ɨ p ɨ		8441 338	0	- ɲ e - + p ɨ̄/ɨ p ɨ				Qiangic
3405	Siyuewu Khroskyabs	dark	ʁni	ʁni	ʁ + n î		8442 8441	0	ʁ - + - n î -		38814		Rgyalrongic
3720	Bragbar Situ	dark	rɲis	rɲis	r ɲ ī/i s		8441	0	r ɲ ī/i s				Rgyalrongic
4026	Geshiza	dark	a̯næ	a̯næ	a̯ + n æ		8442 8441	0	- a̯ + - n æ -				Rgyalrongic
4336	Guanyinqiao Khroskyabs	dark	ʁni⁵³	ʁni⁵³	ʁ + n ⁵³/i		8442 8441	0	ʁ - + - n ⁵³/i -				Rgyalrongic
4893	Njorogs Khroskyabs	dark	ʁni⁵⁵	ʁni⁵⁵	ʁ + n ⁵⁵/i		8442 8441	0	ʁ - + - n ⁵⁵/i -				Rgyalrongic
5127	Tshobdun	dark	qɐ́nu	qɐ́nu	q ɐ́/ɐ + n u		8442 8441	0	q ɐ́/ɐ + - n u -				Rgyalrongic
5299	Ngyaltsu Zbu	dark	kɐ-ldôv	kɐ-ldôv	k ɐ + l d ô/o v		332 335	0	k ɐ + l d ô/o v				Rgyalrongic
5387	Ngyaltsu Zbu	dark	kə-qɐni	kə-qɐni	k ə + q ɐ + n î/i		332 8442 8441	0	k ə + q ɐ + - n î/i -				Rgyalrongic
5670	Zlarong	dark	na31khũ55	na31khũ55	n ³¹/a kʰ ⁵⁵/ũ	_341	341	0	n ³¹/a kʰ ⁵⁵/ũ	tib			Chamdoic
6518	Mazur Stau	dark	ʁnɛ	ʁnɛ	ʁ + n ɛ		8442 8441	0	ʁ - + - n ɛ -				Rgyalrongic
7192	Cogtse Situ	dark	kǝ-rɲip	kǝ-rɲip	k ǝ r ɲ i p								Rgyalrongic
7474	Njorogs Khroskyabs	dark	ʁni⁵⁵	ʁni⁵⁵	ʁ n i ⁵⁵								Rgyalrongic
7775	mBrongrdzon Khroskyabs	dark	ʁne	ʁne	ʁ n e								Rgyalrongic
8028	Bawang Horpa	dark	ʁnɐ	ʁnɐ	ʁ n ɐ								Rgyalrongic
8495	Shimuliu Japhug	dark	kə-qɐ-nej	kə-qɐ-nej	k ə q ɐ n e j								Rgyalrongic
284	Stau	dirty	mi xtsoŋ	mi xtsoŋ	m i + x ts o ŋ	356 _357	356 357	1005	m i + x ts o ŋ - -	tib	19384		rGyalrongic
554	Japhug	dirty	ɴqʰi	ɴqʰi	ɴ qʰ i		8470	1104	ɴ qʰ i - - -		2062		rGyalrongic
929	Tangut	dirty	tɕior	tɕior	tɕ i o r		7855	10192	- tɕ i o - r		38136		Tangut
1254	Wobzi Khroskyabs	dirty	lqʰǽl	lqʰǽl	l + qʰ ǽ/æ l		8286 7855	1104	l + - qʰ - ǽ/æ - l		31587		rGyalrongic
1550	Zhaba	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	ma³³ʂtsᴜ̃⁵⁵ma³³	m ³³/a + ʂ ts ⁵⁵/ʊ̃ m ³³/a	356 _357	356 357	1005	m ³³/a + ʂ ts ⁵⁵/ʊ̃ - m ³³/a	tib	18066		Qiangic
1817	Mbarkhams Situ	dirty	mɑk ʃo	mɑk ʃo	m ɑ + k ʃ o		356 360	1009	m ɑ + k ʃ o		18071		rGyalrongic
2063	Kangding Minyag	dirty	tɕhɑ⁵⁵mɑ⁵³	tɕhɑ⁵⁵mɑ⁵³	tɕʰ ⁵⁵/ɑ m ⁵³/ɑ		361	0	tɕʰ ⁵⁵/ɑ m ⁵³/ɑ		23093		Qiangic
2458	Pengbuxi Minyag	dirty	1tɕhama	1tɕhama	tɕʰ a m ¹/a		361	0	tɕʰ a m ¹/a				Qiangic
2634	Old Burmese	dirty	ññac◦pat	ññac◦pat	ññ/ȵ a c + p a t		365 366	1364	ññ/ȵ a c + p a t		31064		Burmish
2875	Xinlong Queyu	dirty	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	q ⁵⁵/a + s ts u ⁵⁵/e		8287 368	0	q ⁵⁵/a + s ts u ⁵⁵/e		20672		Qiangic
3277	Pubarong Queyu	dirty	xtswəlye	xtswəlye	x ts w ə + l y ē/e		368 8288	0	x ts w ə + l y ē/e				Qiangic
3406	Siyuewu Khroskyabs	dirty	rqʰǽl	rqʰǽl	r + qʰ ǽ/æ l		8286 7855	0	r + - qʰ - ǽ/æ - l		38815		Rgyalrongic
3721	Bragbar Situ	dirty	ŋkhiēr	ŋkhiēr	ŋ kʰ i ē/e r		7855	0	ŋ kʰ i ē/e - r				Rgyalrongic
4337	Guanyinqiao Khroskyabs	dirty	lqʰal⁵⁵	lqʰal⁵⁵	l + qʰ ⁵⁵/a l		8286 7855	0	l + - qʰ - ⁵⁵/a - l				Rgyalrongic
4810	Njorogs Khroskyabs	dirty	nqaʔr⁵⁵	nqaʔr⁵⁵	n q ⁵⁵/a ʔ r		7855	0	n q - ⁵⁵/a ʔ r				Rgyalrongic
