ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
3180	PubarongQueyu	dark	ɲe pɨ̄pɨ	ɲe pɨ̄pɨ	ɲ e + p ɨ̄/ɨ p ɨ		8441 338
3308	SiyuewuKhroskyabs	dark	ʁni	ʁni	ʁ + n î		8442 8441
3621	BragbarSitu	dark	rɲis	rɲis	r ɲ ī/i s		8441
3924	Geshiza	dark	a̯næ	a̯næ	a̯ + n æ		8442 8441
4224	GuanyinqiaoKhroskyabs	dark	ʁni⁵³	ʁni⁵³	ʁ + n ⁵³/i		8442 8441
4763	NjorogsKhroskyabs	dark	ʁni⁵⁵	ʁni⁵⁵	ʁ + n ⁵⁵/i		8442 8441
4984	Tshobdun	dark	qɐ́nu	qɐ́nu	q ɐ́/ɐ + n u		8442 8441
5150	NgyaltsuZbu	dark	kɐ-ldôv	kɐ-ldôv	k ɐ + l d ô/o v		332 335
5238	NgyaltsuZbu	dark	kə-qɐni	kə-qɐni	k ə + q ɐ + n î/i		332 8442 8441
5518	Zlarong	dark	na31khũ55	na31khũ55	n ³¹/a kʰ ⁵⁵/ũ		341
5976	MazurStau	dark	ʁnɛ	ʁnɛ	ʁ + n ɛ		8442 8441
279	Stau	dirty	mi xtsoŋ	mi xtsoŋ	m i + x ts o ŋ		356 357
533	Japhug	dirty	ɴqʰi	ɴqʰi	ɴ qʰ i		8470
872	Tangut	dirty	tɕior	tɕior	tɕ i o r		7855
1184	WobziKhroskyabs	dirty	lqʰǽl	lqʰǽl	l + qʰ ǽ/æ l		8286 7855
1480	Zhaba	dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	ma³³ʂtsᴜ̃⁵⁵ma³³	m ³³/a + ʂ ts ⁵⁵/ʊ̃ m ³³/a		356 357
1736	MbarkhamsSitu	dirty	mɑk ʃo	mɑk ʃo	m ɑ + k ʃ o		356 360
1981	KangdingMinyag	dirty	tɕhɑ⁵⁵mɑ⁵³	tɕhɑ⁵⁵mɑ⁵³	tɕʰ ⁵⁵/ɑ m ⁵³/ɑ		361
2368	PengbuxiMinyag	dirty	1tɕhama	1tɕhama	tɕʰ a m ¹/a		361
2540	OldBurmese	dirty	ññac◦pat	ññac◦pat	ññ/ȵ a c + p a t		365 366
2781	XinlongQueyu	dirty	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	q ⁵⁵/a + s ts u ⁵⁵/e		8287 368
3181	PubarongQueyu	dirty	xtswəlye	xtswəlye	x ts w ə + l y ē/e		368 8288
3309	SiyuewuKhroskyabs	dirty	rqʰǽl	rqʰǽl	r + qʰ ǽ/æ l		8286 7855
3622	BragbarSitu	dirty	ŋkhiēr	ŋkhiēr	ŋ kʰ i ē/e r		7855
4225	GuanyinqiaoKhroskyabs	dirty	lqʰal⁵⁵	lqʰal⁵⁵	l + qʰ ⁵⁵/a l		8286 7855
4681	NjorogsKhroskyabs	dirty	nqaʔr⁵⁵	nqaʔr⁵⁵	n q ⁵⁵/a ʔ r		7855
5371	NgyaltsuZbu	dirty	mɐ-k-ɐχsru	mɐ-k-ɐχsru	m ɐ + k ɐ + χ s r û/u		356 362 363
5658	Zlarong	dirty	tsɔ55pe53	tsɔ55pe53	ts ⁵⁵/ɔ p ⁵³/e		370
5703	KyomkyoSitu	dirty	kənkəʔr	kənkəʔr	k ə + n k ə ʔ r		0 7855
5977	MazurStau	dirty	rdzɛ	rdzɛ	r dz ɛ		368
35	Bantawa	dry	cʰopma (cʰoa)	cʰopma (cʰoa)	cʰ o p m a + cʰ o a		380 381
280	Stau	dry	ɣro ɣro	ɣro ɣro	ɣ r o ɣ r o		8558
534	Japhug	dry	rom	rom	r o m		382
535	Japhug	dry	spɯ	spɯ	s p ɯ		8488
536	Japhug	dry	zbaʁ	zbaʁ	z b a ʁ		388
873	Tangut	dry	rowr¹	rowr¹	r ¹/o w r		8558
1185	WobziKhroskyabs	dry	zbi	zbi	z b î		388
1481	Zhaba	dry	tʂy³³tʂy⁵⁵	tʂy³³tʂy⁵⁵	ʈʂ ³³/y ʈʂ ⁵⁵/y		392
1737	MbarkhamsSitu	dry	kə rɑm	kə rɑm	k ə + r ɑ m		386 382
1982	KangdingMinyag	dry	ra³³ra⁵³	ra³³ra⁵³	r ³³/a r ⁵³/a		8558
2433	PengbuxiMinyag	dry	1ʐæʐæ	1ʐæʐæ	ʐ æ ʐ ¹/æ		8558
2541	OldBurmese	dry	khro₂k	khro₂k	kʰ r ²/o k		8558
2782	XinlongQueyu	dry	ru¹³ru³³	ru¹³ru³³	r ¹³/u r ³³/u		8558
3168	PubarongQueyu	dry	ʐo	ʐo	ʐ o		8558
3310	SiyuewuKhroskyabs	dry	ʁrú	ʁrú	ʁ r ú/u		8558
3623	BragbarSitu	dry	rām	rām	r ā/a m		382
4183	Geshiza	dry	wro	wro	w r o		8558
4226	GuanyinqiaoKhroskyabs	dry	zbju⁵³	zbju⁵³	z b j ⁵³/u		388
4227	GuanyinqiaoKhroskyabs	dry	ʁru⁵⁵	ʁru⁵⁵	ʁ r ⁵⁵/u		8558
4848	NjorogsKhroskyabs	dry	zbuk⁵⁵	zbuk⁵⁵	z b u ⁵⁵/k		388
5016	Tshobdun	dry	rʁo kɐ́-rʁo	rʁo kɐ́-rʁo	k ɐ́/ɐ + r ʁ o		386 8557
5036	Tshobdun	dry	səɣrɐm	səɣrɐm	s ə ɣ r ɐ m		382
5058	Tshobdun	dry	ʃɔ́ʃəm	ʃɔ́ʃəm	ʃ ɔ́/ɔ ʃ ə m		393
5242	NgyaltsuZbu	dry	kə-spɐ̂ʁ	kə-spɐ̂ʁ	k ə + s p ɐ̂/ɐ ʁ		386 388
5291	NgyaltsuZbu	dry	rɑ́mʔ	rɑ́mʔ	r ɑ́/ɑ m ʔ		382
5590	Zlarong	dry	rã31rã55	rã31rã55	r ³¹/ã r ⁵⁵/ã		8558
5704	KyomkyoSitu	dry	kəraʔm	kəraʔm	k ə + r a ʔ m		386 382
5978	MazurStau	dry	ɣro	ɣro	ɣ r o		8558
213	Bantawa	early	rimrim	rimrim	r i m r i m		414
281	Stau	early	də ɕva	də ɕva	d ə + ɕ v a		417 7816
537	Japhug	early	nɯmtɕi	nɯmtɕi	n ɯ + m tɕ i		418 8504
1186	WobziKhroskyabs	early	nvse	nvse	n + v s ê/e		418 8503
1482	Zhaba	early	tə⁵⁵ra⁵⁵	tə⁵⁵ra⁵⁵	t ⁵⁵/ə r ⁵⁵/a		429
1738	MbarkhamsSitu	early	kə nə phso	kə nə phso	k ə + n ə + pʰ s o		423 418 8503
1983	KangdingMinyag	early	thɐ⁵⁵xæ⁵³	thɐ⁵⁵xæ⁵³	tʰ ⁵⁵/ɐ x ⁵³/æ		424
2454	PengbuxiMinyag	early	2kɛxʌ	2kɛxʌ	k ɛ x ²/ʌ		424
2783	XinlongQueyu	early	qa⁵⁵ŋguə⁵⁵	qa⁵⁵ŋguə⁵⁵	q ⁵⁵/a ŋ g u ⁵⁵/ə		427
3182	PubarongQueyu	early	ʐje	ʐje	ʐ j e		429
3311	SiyuewuKhroskyabs	early	dʑə́ɣne	dʑə́ɣne	dʑ ə́/ə ɣ n e		428
3624	BragbarSitu	early	nə-psōs	nə-psōs	n ə + p s ō/o s		418 8503
4048	Geshiza	early	ŋui	ŋui	ŋ u i		419
4228	GuanyinqiaoKhroskyabs	early	nvse⁵³	nvse⁵³	n + v s ⁵³/e		418 8503
4670	NjorogsKhroskyabs	early	nə³³fso⁵³	nə³³fso⁵³	n ³³/ə + f s ⁵³/o		418 8503
5372	NgyaltsuZbu	early	chéche	chéche	cʰ é/e cʰ e		416
5705	KyomkyoSitu	early	tawo	tawo	t a w o		422
5979	MazurStau	early	ɕwæ	ɕwæ	ɕ w æ		7816
5980	MazurStau	early	bo	bo	b o		7958
5981	MazurStau	early	sŋæ	sŋæ	s ŋ æ		7959
143	Bantawa	eight	lek-ka	lek-ka	l e k k a		436
212	Bantawa	eight	rek-wa	rek-wa	r e k w a		447
282	Stau	eight	rjɛ	rjɛ	r j ɛ		7733
538	Japhug	eight	kɯrcat	kɯrcat	k ɯ + r c a t		8430 7733
874	Tangut	eight	jar	jar	j a r		7733
1187	WobziKhroskyabs	eight	vjɑ́	vjɑ́	v + j ɑ́/ɑ		8431 7733
1483	Zhaba	eight	ɟe⁵⁵	ɟe⁵⁵	ɟ ⁵⁵/e		7733
1739	MbarkhamsSitu	eight	wə rjɑt	wə rjɑt	w ə + r j ɑ t		8431 7733
1984	KangdingMinyag	eight	ɕuɐ⁵³	ɕuɐ⁵³	ɕ u ⁵³/ɐ		7733
2233	PengbuxiMinyag	eight	1ɕʌ-	1ɕʌ-	ɕ ¹/ʌ		7733
2542	OldBurmese	eight	rhyat	rhyat	r̥ y a t		7733
2784	XinlongQueyu	eight	pʃɛ¹³	pʃɛ¹³	p + ʃ ¹³/ɛ		8431 7733
3092	PubarongQueyu	eight	ᵖɕəʐo	ᵖɕəʐo	p + ɕ ə̄/ə + ʐ o		8431 7733 8512
3312	SiyuewuKhroskyabs	eight	vjɑ́d	vjɑ́d	v + j ɑ́/ɑ d		8431 7733
3625	BragbarSitu	eight	kərcēt	kərcēt	k ə + r c ē/e t		8430 7733
4071	Geshiza	eight	rjɛ	rjɛ	r j ɛ		7733
4229	GuanyinqiaoKhroskyabs	eight	vja⁵⁵	vja⁵⁵	v + j ⁵⁵/a		8431 7733
4768	NjorogsKhroskyabs	eight	ʁvjat⁵³	ʁvjat⁵³	ʁ + v + j ⁵³/a t		8432 8431 7733
5362	NgyaltsuZbu	eight	vərɟet	vərɟet	v ə + r ɟ ê t		8431 7733
5449	Zlarong	eight	ɕɛ13	ɕɛ13	ɕ ¹³/ɛ		7733
5706	KyomkyoSitu	eight	kərscat	kərscat	k ə + r s c a t		8430 7733
5982	MazurStau	eight	rjɛ	rjɛ	r j ɛ		7733
91	Bantawa	far	hyana	hyana	h y a n a		462
283	Stau	far	gɛ tɕe dʑi	gɛ tɕe dʑi	g ɛ + tɕ e dʑ i		464 463
539	Japhug	far	arqʰi	arqʰi	a r qʰ i		467
875	Tangut	far	khwa	khwa	kʰ w a		470
1188	WobziKhroskyabs	far	rɑ́ŋ	rɑ́ŋ	r ɑ́/ɑ ŋ		474
1484	Zhaba	far	tʂi⁵⁵tʂi⁵⁵	tʂi⁵⁵tʂi⁵⁵	ʈʂ ⁵⁵/i ʈʂ ⁵⁵/i		463
1740	MbarkhamsSitu	far	kə chə	kə chə	k ə + cçʰ ə		468 476
1985	KangdingMinyag	far	qhuɐ⁵⁵rɐ⁵³	qhuɐ⁵⁵rɐ⁵³	qʰ u ⁵⁵/ɐ + r ⁵³/ɐ		470 8408
2344	PengbuxiMinyag	far	1qhaʐʌ	1qhaʐʌ	qʰ a + ʐ ¹/ʌ		470 8408
2543	OldBurmese	far	wiyḥ	wiyḥ	w i y ɦ		472
2785	XinlongQueyu	far	tha⁵⁵ri⁵⁵	tha⁵⁵ri⁵⁵	tʰ ⁵⁵/a + r ⁵⁵/i		8037 474
3183	PubarongQueyu	far	kwakwa	kwakwa	kʷ ā/a kʷ ā/a		470
3313	SiyuewuKhroskyabs	far	tɕʰerdə	tɕʰerdə	tɕʰ ê r d ə		463
3626	BragbarSitu	far	chɐ̂	chɐ̂	cʰ ɐ̂/ɐ		476
4123	Geshiza	far	tɕæ-dʑi	tɕæ-dʑi	tɕ æ dʑ i		463
4230	GuanyinqiaoKhroskyabs	far	ntʰɑŋ⁵⁵rɑŋ⁵⁵	ntʰɑŋ⁵⁵rɑŋ⁵⁵	n tʰ ⁵⁵/ɑ ŋ + r ⁵⁵/ɑ ŋ		8037 474
4813	NjorogsKhroskyabs	far	tʰaq³³raŋ⁵³	tʰaq³³raŋ⁵³	tʰ ³³/a q + r ⁵³/a ŋ		8037 474
5130	NgyaltsuZbu	far	ɐrqə	ɐrqə	ɐ́/ɐ r q ə		467
5632	Zlarong	far	tha31ri55	tha31ri55	tʰ ³¹/a + r ⁵⁵/i		8037 474
5707	KyomkyoSitu	far	kəche	kəche	k ə + cʰ e		468 476
5708	KyomkyoSitu	far	kəskriʔn	kəskriʔn	k ə + s k r i ʔ n		468 7772
5983	MazurStau	far	dʑɛdʑi	dʑɛdʑi	dʑ ɛ dʑ i		463
6313	NjorogsKhroskyabs	far	?	?	r ⁵⁵/ə + r d ³³/i		8530 463
98	Bantawa	few	ɨkcit	ɨkcit	ɨ k c i t		488
540	Japhug	few	rkɯn	rkɯn	r k ɯ n		492
1159	Tangut	few	zjɨɨr¹	zjɨɨr¹	z j ¹/ɨː r		497
1413	WobziKhroskyabs	few	tsɑqɑ	tsɑqɑ	ts ɑ̂/ɑ + q ɑ		497 8532
2476	PengbuxiMinyag	few	2nini	2nini	n i n ²/i		494
3184	PubarongQueyu	few	nini	nini	n i n ī/i		494
3314	SiyuewuKhroskyabs	few	ɲóŋ	ɲóŋ	ɲ ó/o ŋ		496
3627	BragbarSitu	few	məne	məne	m ə n ê/e		494
4188	Geshiza	few	wzə	wzə	w z ə		497
4231	GuanyinqiaoKhroskyabs	few	tsɛ⁵⁵kɛ³³	tsɛ⁵⁵kɛ³³	ts ⁵⁵/ɛ + k ³³/ɛ		497 8532
4645	NjorogsKhroskyabs	few	mneʔ⁵⁵	mneʔ⁵⁵	m n ⁵⁵/e ʔ		494
4923	Tshobdun	few	mɲiʔ	mɲiʔ	m ɲ i ʔ		494
5228	NgyaltsuZbu	few	kə-mnéʔ	kə-mnéʔ	k ə + m n é/e ʔ		8047 494
5253	NgyaltsuZbu	few	kərkôn	kərkôn	k ə + r k ô/o n		8047 492
5551	Zlarong	few	ȵa31ȵo55	ȵa31ȵo55	ȵ ³¹/a ȵ ⁵⁵/o		496
5709	KyomkyoSitu	few	kəmniʔ	kəmniʔ	k ə + m n i ʔ		8047 494
5984	MazurStau	few	mtɕʰe	mtɕʰe	m tɕʰ e		3
5985	MazurStau	few	ske	ske	s k e		492
228	Bantawa	firewood	sɨŋ	sɨŋ	s ɨ ŋ		507
284	Stau	firewood	mə si	mə si	m ə + s i		7826 507
541	Japhug	firewood	sɯɴɢoʁ	sɯɴɢoʁ	s ɯ + ɴɢ o ʁ		507 8215
876	Tangut	firewood	sjɨ mə	sjɨ mə	s j ɨ + m ə		507 7826
1189	WobziKhroskyabs	firewood	se	se	s ê/e		507
1485	Zhaba	firewood	sɛ¹³	sɛ¹³	sʰ ¹³/ɛ		507
1741	MbarkhamsSitu	firewood	ʃᴇ	ʃᴇ	ʃ ɛ		7825
1986	KangdingMinyag	firewood	tshə³³rø⁵³	tshə³³rø⁵³	tsʰ ³³/ə + r ⁵³/ø		510 8217
2405	PengbuxiMinyag	firewood	1tshəʐø	1tshəʐø	tsʰ ə + ʐ ¹/ø		510 8217
2544	OldBurmese	firewood	thaṅḥ	thaṅḥ	tʰ a ŋ ɦ		512
2786	XinlongQueyu	firewood	se⁵⁵	se⁵⁵	s ⁵⁵/e		507
3147	PubarongQueyu	firewood	ˣsǒ	ˣsǒ	x s ǒ/o		507
3315	SiyuewuKhroskyabs	firewood	se	se	s ê/e		507
3628	BragbarSitu	firewood	ɕe	ɕe	ɕ ê/e		7825
4101	Geshiza	firewood	si	si	sʰ i		507
4232	GuanyinqiaoKhroskyabs	firewood	se⁵³	se⁵³	s ⁵³/e		507
4774	NjorogsKhroskyabs	firewood	se⁵⁵	se⁵⁵	s ⁵⁵/e		507
4889	Tshobdun	firewood	kɐ́ju	kɐ́ju	k ɐ́/ɐ j u		511
5208	NgyaltsuZbu	firewood	kɐju	kɐju	k ɐ j û/u		511
5301	NgyaltsuZbu	firewood	sə́tɕhɐʁ	sə́tɕhɐʁ	s ə́/ə + tɕʰ ɐ ʁ		507 8216
5648	Zlarong	firewood	tshi53	tshi53	tsʰ ⁵³/i		510
5710	KyomkyoSitu	firewood	ʃu	ʃu	ʃ u		7825
5986	MazurStau	firewood	ɣməsi	ɣməsi	ɣ m ə + s i		7826 7825
37	Bantawa	five	cʰuk-ka	cʰuk-ka	cʰ u k + k a		532 533
285	Stau	five	ɴɢvɛ	ɴɢvɛ	ɴ ɢ v ɛ		534
542	Japhug	five	kɯmŋu	kɯmŋu	k ɯ + m ŋ u		533 534
877	Tangut	five	ŋwə	ŋwə	ŋ w ə		534
1190	WobziKhroskyabs	five	mŋɑ́	mŋɑ́	m ŋ ɑ́/ɑ		534
1486	Zhaba	five	ŋøi¹³	ŋøi¹³	ŋ ø ¹³/i		534
1742	MbarkhamsSitu	five	kə mŋo	kə mŋo	k ə + m ŋ o		533 534
1987	KangdingMinyag	five	ɴɑ⁵³	ɴɑ⁵³	ɴ ⁵³/ɑ		534
1988	KangdingMinyag	five	ŋæ⁵³	ŋæ⁵³	ŋ ⁵³/æ		534
2328	PengbuxiMinyag	five	1ɴa-	1ɴa-	ɴ ¹/a		534
2545	OldBurmese	five	ṅaḥ	ṅaḥ	ŋ ā/a ɦ		534
2787	XinlongQueyu	five	ŋua⁵⁵	ŋua⁵⁵	ŋ u ⁵⁵/a		534
3090	PubarongQueyu	five	ŋwaʐo	ŋwaʐo	ŋ w a + ʐ o		534 7994
3316	SiyuewuKhroskyabs	five	mŋɑ́d	mŋɑ́d	m ŋ ɑ́/ɑ d		534
3629	BragbarSitu	five	kəmŋɐ̂j	kəmŋɐ̂j	k ə + m ŋ ɐ̂/ɐ j		533 534
4046	Geshiza	five	ŋuæ	ŋuæ	ŋ u æ		534
4233	GuanyinqiaoKhroskyabs	five	mŋa⁵⁵	mŋa⁵⁵	m ŋ ⁵⁵/a		534
4647	NjorogsKhroskyabs	five	mŋa⁵⁵	mŋa⁵⁵	m ŋ ⁵⁵/a		534
4893	Tshobdun	five	kə́mŋo	kə́mŋo	k ə́/ə + m ŋ o		533 534
5250	NgyaltsuZbu	five	kəmŋɐ̂	kəmŋɐ̂	k ə + m ŋ ɐ̂/ɐ		533 534
5565	Zlarong	five	ŋa13	ŋa13	ŋ ¹³/a		534
5711	KyomkyoSitu	five	kəmŋi	kəmŋi	k ə + m ŋ i		533 534
5987	MazurStau	five	nɢvɛ	nɢvɛ	n ɢ v ɛ		534
144	Bantawa	four	lek-ka	lek-ka	l e k k a		557
286	Stau	four	ɤɮə	ɤɮə	ɤ + ɮ ə		8433 562
543	Japhug	four	kɯβde	kɯβde	k ɯ + β d e		8434 562
878	Tangut	four	ljɨɨr	ljɨɨr	l j ɨː r		562
1191	WobziKhroskyabs	four	vdə́	vdə́	v d ə́/ə		562
1487	Zhaba	four	dʌ¹³	dʌ¹³	d ¹³/ʌ		562
1743	MbarkhamsSitu	four	kə wdi	kə wdi	k ə + w d i		8434 562
1989	KangdingMinyag	four	rə⁵³	rə⁵³	r ⁵³/ə		562
2440	PengbuxiMinyag	four	1ʐʌ-	1ʐʌ-	ʐ ¹/ʌ		562
2546	OldBurmese	four	liyḥ	liyḥ	l i y ɦ		562
2788	XinlongQueyu	four	bʒi¹³	bʒi¹³	b ʒ ¹³/i		566
3185	PubarongQueyu	four	bʑɨ̄ʐo	bʑɨʐo	b ʑ ɨ̄/ɨ + ʐ o		566 8097
3317	SiyuewuKhroskyabs	four	vdə́	vdə́	v d ə́/ə		562
3630	BragbarSitu	four	kojdi	kojdi	k o + j d î/i		8434 562
4190	Geshiza	four	wʑæ	wʑæ	w ʑ æ		562
4234	GuanyinqiaoKhroskyabs	four	vdə⁵⁵	vdə⁵⁵	v d ⁵⁵/ə		562
4599	NjorogsKhroskyabs	four	ɣdi⁵⁵	ɣdi⁵⁵	ɣ + d ⁵⁵/i		8434 562
5267	NgyaltsuZbu	four	kɯvdɑ	kɯvdɑ	k ɯ + v d ɑ̂/ɑ		8434 562
5461	Zlarong	four	ɣə13	ɣə13	ɣ ¹³/ə		566
5712	KyomkyoSitu	four	kəbdu	kəbdu	k ə + b d u		8434 562
5988	MazurStau	four	ɣɮə	ɣɮə	ɣ + ɮ ə		0 562
15	Bantawa	full	bʰeplo	bʰeplo	bʱ e p l o		581
287	Stau	full	rə xsɛ	rə xsɛ	r ə + x + s ɛ		583 8552 584
544	Japhug	full	mtsʰɤt	mtsʰɤt	m + tsʰ ɤ t		8553 8575
879	Tangut	full	sə¹	sə¹	s ¹/ə		584
1192	WobziKhroskyabs	full	fsǽ	fsǽ	f + s ǽ/æ		8552 584
1488	Zhaba	full	ʌ⁵⁵pei⁵⁵	ʌ⁵⁵pei⁵⁵	⁵⁵/ʌ p e ⁵⁵/i		592
1744	MbarkhamsSitu	full	kə mȵot	kə mȵot	k ə + m + ȵ o t		587 8553 8554
1990	KangdingMinyag	full	to⁵⁵sə³³	to⁵⁵sə³³	t ⁵⁵/o + s ³³/ə		583 584
1991	KangdingMinyag	full	tə³³sə⁵³	tə³³sə⁵³	t ³³/ə + s ⁵³/ə		583 584
2397	PengbuxiMinyag	full	1tɔsə	1tɔsə	t ɔ̙ + s ¹/ə		583 584
2547	OldBurmese	full	plañʔ	plañʔ	p l a ɲ ʔ		589
2789	XinlongQueyu	full	psɔ⁵⁵	psɔ⁵⁵	p + s ⁵⁵/ɔ		8552 584
3113	PubarongQueyu	full	sò	so	sʰ ò/o		584
3318	SiyuewuKhroskyabs	full	fsód	fsód	f + s ó/o d		8552 584
3631	BragbarSitu	full	məjōt	məjōt	m ə + j ō/o t		8553 8554
4235	GuanyinqiaoKhroskyabs	full	fsɛ⁵⁵	fsɛ⁵⁵	f + s ⁵⁵/ɛ		8552 584
4593	NjorogsKhroskyabs	full	fsot⁵⁵	fsot⁵⁵	f + s o ⁵⁵/t		8552 584
5089	Tshobdun	full	vɟaʔ	vɟaʔ	v ɟ a ʔ		591
5211	NgyaltsuZbu	full	kɑ-mtshot	kɑ-mtshot	k ɑ + m + tsʰ ô/oˠ t		587 8553 8575
5713	KyomkyoSitu	full	kəməjot	kəməjot	k ə + m ə + j o t		587 8553 8554
5989	MazurStau	full	sɛ	sɛ	s ɛ		584
192	Bantawa	good	nuwak	nuwak	n u w a k		605
288	Stau	good	ʁjɛ	ʁjɛ	ʁ j ɛ		607
545	Japhug	good	sna	sna	s n a		610
546	Japhug	good	pe	pe	p e		627
880	Tangut	good	ŋa²	ŋa²	ŋ ²a̙/a		621
1193	WobziKhroskyabs	good	tsʰâ	tsʰâ	tsʰ â/a		620
1489	Zhaba	good	lɪ⁵⁵lɪ⁵⁵	lɪ⁵⁵lɪ⁵⁵	l ⁵⁵/ɪ l ⁵⁵/ɪ		623
1745	MbarkhamsSitu	good	kə hou	kə hou	k ə + h o u		612 628
1992	KangdingMinyag	good	si⁵⁵βə⁵³	si⁵⁵βə⁵³	s ⁵⁵/i β ⁵³/ə		614
2360	PengbuxiMinyag	good	1sivə	1sivə	s i v ¹/ə		614
2548	OldBurmese	good	ko₂ṅḥ	ko₂ṅḥ	k ²/o ŋ ɦ		617
2790	XinlongQueyu	good	qa⁵⁵tɕhi⁵⁵	qa⁵⁵tɕhi⁵⁵	q ⁵⁵/a tɕʰ ⁵⁵/i		619
3123	PubarongQueyu	good	tʰəkō	tʰəko	tʰ ə k ō/o		617
3319	SiyuewuKhroskyabs	good	tsʰæ̂ʁ	tsʰæ̂ʁ	tsʰ æ̂/æ ʁ		620
3632	BragbarSitu	good	bdɐ̂	bdɐ̂	b d ɐ̂/ɐ		606
3920	Geshiza	good	a̯jær	a̯jær	a̯ j æ r		607
4039	Geshiza	good	ŋi	ŋi	ŋ i		621
4236	GuanyinqiaoKhroskyabs	good	tsʰɑ⁵³	tsʰɑ⁵³	tsʰ ⁵³/ɑ		620
4622	NjorogsKhroskyabs	good	la⁵⁵	la⁵⁵	l ⁵⁵/a		623
5009	Tshobdun	good	rkaŋ	rkaŋ	r k a ŋ		617
5046	Tshobdun	good	sneʔ	sneʔ	s n e ʔ		610
5088	Tshobdun	good	vde	vde	v d e		606
5180	NgyaltsuZbu	good	kɐ-qhrɐ̂	kɐ-qhrɐ̂	k ɐ + qʰ r ɐ̂/ɐ		612 615
5233	NgyaltsuZbu	good	kə-ⁿɟɐ́ʁ	kə-ⁿɟɐ́ʁ	k ə + ⁿɟ ɐ́/ɐ ʁ		612 7793
5247	NgyaltsuZbu	good	kə-χô	kə-χô	k ə + χ ô/o		612 628
5458	Zlarong	good	e31mi53	e31mi53	³¹/e m ⁵³/i		624
5580	Zlarong	good	pə55ta55	pə55ta55	p ⁵⁵/ə t ⁵⁵/a		627
5714	KyomkyoSitu	good	kəbde	kəbde	k ə + b d e		612 606
5715	KyomkyoSitu	good	kəsnaʔ	kəsnaʔ	k ə + s n a ʔ		612 610
5990	MazurStau	good	ŋe	ŋe	ŋ e		621
6318	SiyuewuKhroskyabs	good	ʁjǽr	ʁjǽr	ʁ j ǽ/æ r		607
6319	WobziKhroskyabs	good	ʁjǽr	ʁjǽr	ʁ j ǽ/æ r		607
289	Stau	green	sŋur ma	sŋur ma	s ŋ u r m a		644
290	Stau	green	rŋə rŋə	rŋə rŋə	r ŋ ə r ŋ ə		646
547	Japhug	green	arŋi	arŋi	a r ŋ i		646
881	Tangut	green	ŋwər¹	ŋwər¹	ŋ w ¹/ə r		646
1194	WobziKhroskyabs	green	rŋə̂	rŋə̂	r ŋ ə̂/ə		646
1490	Zhaba	green	dʑᴜ³³ nkhu⁵⁵	dʑᴜ³³ nkhu⁵⁵	dʑ ³³/ʊ n kʰ ⁵⁵/u		659
1746	MbarkhamsSitu	green	ldʒɐl kə	ldʒɐl kə	l dʒ ɐ l k ə		659
1993	KangdingMinyag	green	dʑɑ̃³³khu⁵³	dʑɑ̃³³khu⁵³	dʑ ³³/ɑ̃ kʰ ⁵³/u		659
2443	PengbuxiMinyag	green	2dʑæŋkhu	2dʑæŋkhu	dʑ æ ŋ kʰ ²/u		659
2549	OldBurmese	green	cimḥ	cimḥ	c i m ɦ		656
2550	OldBurmese	green	ññuiv	ññuiv	ññ/ȵ u i v		646
2791	XinlongQueyu	green	n̥ɯ⁵⁵n̥ɯ³³	n̥ɯ⁵⁵n̥ɯ³³	n̥ ⁵⁵/ɯ n̥ ³³/ɯ		646
3081	PubarongQueyu	green	n̥ən̥ə	n̥ən̥ə	n̥ ə n̥ ə		646
3320	SiyuewuKhroskyabs	green	vŋə́d	vŋə́d	v ŋ ə́/ə d		646
3633	BragbarSitu	green	tə-jnɐ-mdɐ̄k	tə-jnɐ-mdɐ̄k	t ə + j n ɐ + m d ɐ̄/ɐ k		641 642 643
4080	Geshiza	green	rŋə	rŋə	r ŋ ə		646
4237	GuanyinqiaoKhroskyabs	green	ldʑə⁵⁵kəɣ³³	ldʑə⁵⁵kəɣ³³	l dʑ ⁵⁵/ə k ³³/ə ɣ		659
4721	NjorogsKhroskyabs	green	rdʑem³³ku⁵³	rdʑem³³ku⁵³	r dʑ ³³/e m k ⁵³/u		659
5139	NgyaltsuZbu	green	k-ɐrŋwiʔ	k-ɐrŋwiʔ	k ɐ + r ŋ w í/i ʔ		651 646
5575	Zlarong	green	ŋu55ŋi53	ŋu55ŋi53	ŋ ⁵⁵/u ŋ ⁵³/i		646
5716	KyomkyoSitu	green	rɟaŋkə	rɟaŋkə	r ɟ a ŋ k ə		659
5717	KyomkyoSitu	green	wəmdoʔk	wəmdoʔk	w ə + m d o ʔ k		8289 643
5991	MazurStau	green	rŋə	rŋə	r ŋ ə		646
30	Bantawa	hard	cʰakma (cʰakta)	cʰakma (cʰakta)	cʰ a k m a + cʰ a k t a		671 672
291	Stau	hard	rgi rgi	rgi rgi	r g i r g i		675
548	Japhug	hard	rko	rko	r k o		675
882	Tangut	hard	.jijr 1.74	.jijr 1.74	ʔ j i j r		675
1195	WobziKhroskyabs	hard	rɣe	rɣe	r ɣ ê/e		675
1491	Zhaba	hard	kha³³kha⁵⁵	kha³³kha⁵⁵	kʰ ³³/a kʰ ⁵⁵/a		682
