ID	ID_IN_SOURCE	DOCULECT	DOCULECT_NAME	CONCEPT	CONCEPTICON_ID	VALUE	FORM	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
5491		NgyaltsuZbu	Ngyaltsu Zbu	all	2_all	thɐmɐrɐmtɕét 	thɐmɐrɐmtɕét 	tʰ ɐ m ɐ r ɐ m tɕ é/e t +	0	1 7 4 7 5 7 4 2 7 1 9	AXBYBYMBYN_	TEMEREMCET_	11	11.T.C 11.E.V 11.M.C 11.E.V 11.R.C 11.E.V 11.M.c 11.C.C 11.E.V 11.T.c 11._._	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8 0.0	tʰɐmɐrɐmtɕé/et+	0	88
5594		Zlarong	Zlarong	all	2_all	æ31wæ55	æ31wæ55	æ ³¹ w ⁵⁵/æ	0	7 8 6 7	XTBZ	E3WE	21	21.E.V 21.3.T 21.W.C 21.E.V	3.0 1.0 1.3 0.7	æ³¹w⁵⁵/æ	1	85
5845		KyomkyoSitu	Kyomkyo_Situ	all	2_all	kəʒu	kəʒu	k ə ʒ u	0	1 7 3 7	AXBZ	KESY	7	7.K.C 7.E.V 7.S.C 7.Y.V	2.0 1.5 1.75 0.8	kəʒu	0	67
5846		KyomkyoSitu	Kyomkyo_Situ	all	2_all	pok	pok	p o k	0	1 7 1	AXN	PUK	7	7.P.C 7.U.V 7.K.c	2.0 1.5 0.8	pok	0	76
102		Bantawa	Kiranti_Bantawa	bad	5_bad	ɨma (ɨsa)	ɨma (ɨsa)	ɨ m a + ɨ s a	0	7 4 7 9 7 3 7	XBZ_XBZ	IMA_ISA	1	1.I.V 1.M.C 1.A.V 1._._ 1.I.V 1.S.C 1.A.V	1.5 1.75 0.8 0.0 1.5 1.75 0.8	ɨma+ɨsa	0	111 112
104		Bantawa	Kiranti_Bantawa	bad	5_bad	ɨssawa	ɨssawa	ɨ s s a w a	0	7 3 3 7 6 7	XMBYBZ	ISSAWA	1	1.I.V 1.S.c 1.S.C 1.A.V 1.W.C 1.A.V	1.5 1.1 1.75 1.3 1.75 0.8	ɨssawa	0	126
274	18948	Daofu	rGyalrong_Daofu	bad	5_bad	qhə mɛ	qhə mɛ	qʰ ə + m ɛ	1271	1 7 9 4 7	AX_AX	KE_ME	3	3.K.C 3.E.V 3._._ 3.M.C 3.E.V	2.0 1.5 0.0 2.0 1.5	qʰə+mɛ	0	114 115
275	19360	Daofu	rGyalrong_Daofu	bad	5_bad	gɛ qhə mɛ	gɛ qhə mɛ	g ɛ + qʰ ə + m ɛ	1271	1 7 9 1 7 9 4 7	AX_AX_AX	KE_KE_ME	3	3.K.C 3.E.V 3._._ 3.K.C 3.E.V 3._._ 3.M.C 3.E.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	gɛ+qʰə+mɛ	0	114 127 115
545	313	Japhug	rGyalrong_Japhug	bad	5_bad	ŋɤn	ŋɤn	ŋ ɤ n	245	4 7 4	AXN	NEN	6	6.N.C 6.E.V 6.N.c	2.0 1.5 0.8	ŋɤn	0	113
920	38078	Tangut	Tangut	bad	5_bad	niow	niow	n i o w	10179	4 7 7 6	AXYN	NIUW	17	17.N.C 17.I.V 17.U.V 17.W.c	2.0 1.5 1.3 0.8	niow	0	123
1247	31556	WobziKhroskyabs	Khroskyabs_Wobzi	bad	5_bad	mə-tsʰâ	mə-tsʰâ	m ə + tsʰ â/a	3733	4 7 9 2 7	AX_AX	ME_CA	19	19.M.C 19.E.V 19._._ 19.C.C 19.A.V	2.0 1.5 0.0 2.0 1.5	mə+tsʰâ/a	0	115 121
1542	21824	Zhaba	Qiangic_Zhaba	bad	5_bad	ʂtʂu⁵⁵tʂu³³	ʂtʂu⁵⁵tʂu³³	ʂ ʈʂ ⁵⁵/u ʈʂ ³³/u	2303	3 2 7 2 7	ACYBZ	SCYCY	20	20.S.C 20.C.C 20.Y.V 20.C.C 20.Y.V	2.0 1.5 1.3 1.75 0.8	ʂʈʂ⁵⁵/uʈʂ³³/u	0	124
1810	18052	MaerkangrGyalrong	rGyalrong_Maerkang	bad	5_bad	mɑ kə snɑ	mɑ kə snɑ	m ɑ + k ə + s n ɑ	999	4 7 9 1 7 9 3 4 7	AX_AX_ACX	MA_KE_SNA	8	8.M.C 8.A.V 8._._ 8.K.C 8.E.V 8._._ 8.S.C 8.N.C 8.A.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 1.5	mɑ+kə+snɑ	0	115 114 116
2056	22519	MuyaKangding	Muya-kangding	bad	5_bad	tsho⁵⁵βə⁵³	tsho⁵⁵βə⁵³	tsʰ ⁵⁵/o β ⁵³/ə	0	2 7 3 7	AXBZ	CUBE	10	10.C.C 10.U.V 10.B.C 10.E.V	2.0 1.5 1.75 0.8	tsʰ⁵⁵/oβ⁵³/ə	0	118
2347		MenyaGao	Menya-Gao	bad	5_bad	1kæ̠tɕhæ̠	1kæ̠tɕhæ̠	¹ k æ̙ tɕʰ æ̠	0	8 1 7 2 7	TBXBZ	6KECE	9	9.6.T 9.K.C 9.E.V 9.C.C 9.E.V	1.0 1.3 3.0 1.3 0.7	¹kæ̙tɕʰæ̠	0	117
2627	31057	OldBurmese	OldBurmese	bad	5_bad	chuiwḥ	chuiwḥ	cʰ u i w ɦ	1044	1 7 7 6 3	AXYLN	CYIWH	13	13.C.C 13.Y.V 13.I.V 13.W.c 13.H.c	2.0 1.5 1.3 1.1 0.8	cʰuiwɦ	0	120
2867	20650	QueyuXinlong	Queyu_Xinlong	bad	5_bad	qa⁵⁵stsue⁵⁵	qa⁵⁵stsue⁵⁵	q ⁵⁵/a s ts u ⁵⁵/e	0	1 7 3 2 7 7	AXMBYZ	KASCYE	15	15.K.C 15.A.V 15.S.c 15.C.C 15.Y.V 15.E.V	2.0 1.5 1.1 1.75 1.3 0.8	q⁵⁵/astsu⁵⁵/e	0	122
3271		QueyuPubarong	Queyu_pubarong	bad	5_bad	mæ-tɕʰi	mæ-tɕʰi	m æ + tɕʰ i	0	4 7 9 2 7	AX_AX	ME_CI	14	14.M.C 14.E.V 14._._ 14.C.C 14.I.V	2.0 1.5 0.0 2.0 1.5	mæ+tɕʰi	0	115 121
3397	38806	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	bad	5_bad	ŋə̂n	ŋə̂n	ŋ ə̂/ə n	0	4 7 4	AXN	NEN	16	16.N.C 16.E.V 16.N.c	2.0 1.5 0.8	ŋə̂/ən	0	113
3709		BragbarSitu	Bragbar Situ	bad	5_bad	ŋân	ŋân	ŋ â/a n	0	4 7 4	AXN	NAN	2	2.N.C 2.A.V 2.N.c	2.0 1.5 0.8	ŋâ/an	0	113
4160		Geshiza	Geshiza	bad	5_bad	qʰi	qʰi	qʰ i	0	1 7	AX	KI	4	4.K.C 4.I.V	2.0 1.5	qʰi	0	114
4323		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	bad	5_bad	ŋən⁵³	ŋən⁵³	ŋ ə ⁵³/n	0	4 7 4	AXN	NEN	5	5.N.C 5.E.V 5.N.c	2.0 1.5 0.8	ŋə⁵³/n	0	113
4761		NjorogsKhroskyabs	Njorogs_Khroskyabs	bad	5_bad	ma³³la⁵⁵	ma³³la⁵⁵	m ³³/a l ⁵⁵/a	0	4 7 5 7	AXBZ	MALA	12	12.M.C 12.A.V 12.L.C 12.A.V	2.0 1.5 1.75 0.8	m³³/al⁵⁵/a	0	119
5100		Tshobdun	Tshobdun	bad	5_bad	ŋɐn	ŋɐn	ŋ ɐ n	0	4 7 4	AXN	NEN	18	18.N.C 18.E.V 18.N.c	2.0 1.5 0.8	ŋɐn	0	113
5385		NgyaltsuZbu	Ngyaltsu Zbu	bad	5_bad	kə-ŋɐ̂n	kə-ŋɐ̂n	k ə + ŋ ɐ̂/ɐ n	0	1 7 9 4 7 4	AX_AXN	KE_NEN	11	11.K.C 11.E.V 11._._ 11.N.C 11.E.V 11.N.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+ŋɐ̂/ɐn	0	114 113
5595		Zlarong	Zlarong	bad	5_bad	æ31wæ55	æ31wæ55	æ ³¹ w ⁵⁵/æ	0	7 8 6 7	XTBZ	E3WE	21	21.E.V 21.3.T 21.W.C 21.E.V	3.0 1.0 1.3 0.7	æ³¹w⁵⁵/æ	0	125
5662		Zlarong	Zlarong	bad	5_bad	mu31lɔ55wu31	mu31lɔ55wu31	m ³¹/u l ⁵⁵/ɔ w ³¹/u	0	4 7 5 7 6 7	AXBYBZ	MYLUWY	21	21.M.C 21.Y.V 21.L.C 21.U.V 21.W.C 21.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	m³¹/ul⁵⁵/ɔw³¹/u	0	128
5847		KyomkyoSitu	Kyomkyo_Situ	bad	5_bad	kəŋan	kəŋan	k ə ŋ a n	0	1 7 4 7 4	AXBYN	KENAN	7	7.K.C 7.E.V 7.N.C 7.A.V 7.N.c	2.0 1.5 1.75 1.3 0.8	kəŋan	0	113
4		Bantawa	Kiranti_Bantawa	before	252_before	attʰu	attʰu	a t tʰ u	0	7 1 1 7	XMBZ	ATTY	1	1.A.V 1.T.c 1.T.C 1.Y.V	1.5 1.1 1.75 0.8	attʰu	0	145
546	25819	Japhug	rGyalrong_Japhug	before	252_before	ɯ-ʁɤri	ɯ-ʁɤri	ɯ + ʁ ɤ r i	0	7 9 5 7 5 7	X_AXBZ	I_RERI	6	6.I.V 6._._ 6.R.C 6.E.V 6.R.C 6.I.V	1.5 0.0 2.0 1.5 1.75 0.8	ɯ+ʁɤri	0	149 150
851		Japhug	rGyalrong_Japhug	before	252_before	ɯ-ʁɤri	ɯ-ʁɤri	ɯ + ʁ ɤ r i	0	7 9 5 7 5 7	X_AXBZ	I_RERI	6	6.I.V 6._._ 6.R.C 6.E.V 6.R.C 6.I.V	1.5 0.0 2.0 1.5 1.75 0.8	ɯ+ʁɤri	1	149 150
1188		Tangut	Tangut	before	252_before	ɕji¹	ɕji¹	ɕ j ¹/i	0	3 6 7	ACX	SJI	17	17.S.C 17.J.C 17.I.V	2.0 1.5 1.5	ɕj¹/i	0	157
1220		Tangut	Tangut	before	252_before	rjir²	rjir²	r j i ²/r	0	5 6 7 5	ACXN	RJIR	17	17.R.C 17.J.C 17.I.V 17.R.c	2.0 1.5 1.5 0.8	rji²/r	0	162
1482		WobziKhroskyabs	Khroskyabs_Wobzi	before	252_before	dʑə́ɣ	dʑə́ɣ	dʑ ə́/ə ɣ	0	2 7 3	AXN	CEG	19	19.C.C 19.E.V 19.G.c	2.0 1.5 0.8	dʑə́/əɣ	0	156
2543		MenyaGao	Menya-Gao	before	252_before	2kɛxʌ	2kɛxʌ	² k ɛ x ʌ	0	8 1 7 3 7	TBXBZ	6KEGE	9	9.6.T 9.K.C 9.E.V 9.G.C 9.E.V	1.0 1.3 3.0 1.3 0.7	²kɛxʌ	0	152
3272		QueyuPubarong	Queyu_pubarong	before	252_before	ŋgwə	ŋgwə	ŋ g w ə	0	4 1 6 7	ACCZ	NKWE	14	14.N.C 14.K.C 14.W.C 14.E.V	2.0 1.5 1.5 0.8	ŋgwə	0	155
3398	38807	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	before	252_before	rêdʑəɣ	rêdʑəɣ	r ê dʑ ə ɣ	0	5 7 2 7 3	AXBYN	RECEG	16	16.R.C 16.E.V 16.C.C 16.E.V 16.G.c	2.0 1.5 1.75 1.3 0.8	rêdʑəɣ	0	156
3710		BragbarSitu	Bragbar Situ	before	252_before	kâj	kâj	k â/a j	0	1 7 6	AXN	KAJ	2	2.K.C 2.A.V 2.J.c	2.0 1.5 0.8	kâ/aj	0	146
4149		Geshiza	Geshiza	before	252_before	ŋui	ŋui	ŋ u i	0	4 7 7	AXZ	NYI	4	4.N.C 4.Y.V 4.I.V	2.0 1.5 0.8	ŋui	0	147
4324		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	before	252_before	ə³³dʑə⁵⁵	ə³³dʑə⁵⁵	ə ³³ dʑ ⁵⁵/ə	0	7 8 2 7	XTBZ	E4CE	5	5.E.V 5.4.T 5.C.C 5.E.V	3.0 1.0 1.3 0.7	ə³³dʑ⁵⁵/ə	0	148
4925		NjorogsKhroskyabs	Njorogs_Khroskyabs	before	252_before	so³³dʑi⁵⁵	so³³dʑi⁵⁵	s ³³/o dʑ ⁵⁵/i	0	3 7 2 7	AXBZ	SUCI	12	12.S.C 12.U.V 12.C.C 12.I.V	2.0 1.5 1.75 0.8	s³³/odʑ⁵⁵/i	0	154
5008		Tshobdun	Tshobdun	before	252_before	cʰeʔ	cʰeʔ	cʰ e ʔ	0	1 7 1	AXN	CEH	18	18.C.C 18.E.V 18.H.c	2.0 1.5 0.8	cʰeʔ	0	158
5200		Tshobdun	Tshobdun	before	252_before	ʃóxte	ʃóxte	ʃ ó/o x t e	0	3 7 3 1 7	AXMBZ	SUGTE	18	18.S.C 18.U.V 18.G.c 18.T.C 18.E.V	2.0 1.5 1.1 1.75 0.8	ʃó/oxte	0	163
5493		NgyaltsuZbu	Ngyaltsu Zbu	before	252_before	tsɐnɐ́mʔ	tsɐnɐ́mʔ	ts ɐ n ɐ́/ɐ m ʔ	0	2 7 4 7 4 1	AXBYLN	CENEMH	11	11.C.C 11.E.V 11.N.C 11.E.V 11.M.c 11.H.c	2.0 1.5 1.75 1.3 1.1 0.8	tsɐnɐ́/ɐmʔ	0	153
5519		NgyaltsuZbu	Ngyaltsu Zbu	before	252_before	və-ʁurî	və-ʁurî	v ə + ʁ u r î	0	3 7 9 5 7 5 7	AX_AXBZ	BE_RYRI	11	11.B.C 11.E.V 11._._ 11.R.C 11.Y.V 11.R.C 11.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	və+ʁurî	0	161 150
5724		Zlarong	Zlarong	before	252_before	ŋɡu55rɨ31	ŋɡu55rɨ31	ŋ g ⁵⁵/u r ³¹/ɨ	0	4 1 7 5 7	ACYBZ	NKYRI	21	21.N.C 21.K.C 21.Y.V 21.R.C 21.I.V	2.0 1.5 1.3 1.75 0.8	ŋg⁵⁵/ur³¹/ɨ	0	159
5848		KyomkyoSitu	Kyomkyo_Situ	before	252_before	kəsce	kəsce	k ə s c e	0	1 7 3 1 7	AXMBZ	KESCE	7	7.K.C 7.E.V 7.S.c 7.C.C 7.E.V	2.0 1.5 1.1 1.75 0.8	kəsce	0	151
5849		KyomkyoSitu	Kyomkyo_Situ	before	252_before	wakaj	wakaj	w a k a j	0	6 7 1 7 6	AXBYN	WAKAJ	7	7.W.C 7.A.V 7.K.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	wakaj	0	160
92		Bantawa	Kiranti_Bantawa	below, under	10_belowunder	hyu	hyu	h y u	0	3 7 7	AXZ	HYY	1	1.H.C 1.Y.V 1.Y.V	2.0 1.5 0.8	hyu	0	169
276	19110	Daofu	rGyalrong_Daofu	below, under	10_belowunder	nə nkhvɛ	nə nkhvɛ	n ə + n kʰ v ɛ	10180	4 7 9 4 1 3 7	AX_ACCZ	NE_NKBE	3	3.N.C 3.E.V 3._._ 3.N.C 3.K.C 3.B.C 3.E.V	2.0 1.5 0.0 2.0 1.5 1.5 0.8	nə+nkʰvɛ	0	170 171
547	525	Japhug	rGyalrong_Japhug	below, under	10_belowunder	ɯ-pa	ɯ-pa	ɯ + p a	396	7 9 1 7	X_AX	I_PA	6	6.I.V 6._._ 6.P.C 6.A.V	1.5 0.0 2.0 1.5	ɯ+pa	0	174 175
921	38146	Tangut	Tangut	below, under	10_belowunder	khju	khju	kʰ j u	10180	1 6 7	ACX	KJY	17	17.K.C 17.J.C 17.Y.V	2.0 1.5 1.5	kʰju	0	184
1248	31561	WobziKhroskyabs	Khroskyabs_Wobzi	below, under	10_belowunder	vi	vi	v i	396	3 7	AX	BI	19	19.B.C 19.I.V	2.0 1.5	vi	0	179
1543	21604	Zhaba	Qiangic_Zhaba	below, under	10_belowunder	ɑ¹³tshɿ³³	ɑ¹³tshɿ³³	ɑ ¹³ tsʰ ³³/ɿ	2263	7 8 2 7	XTBZ	A2CI	20	20.A.V 20.2.T 20.C.C 20.I.V	3.0 1.0 1.3 0.7	ɑ¹³tsʰ³³/ɿ	0	173
1811	17866	MaerkangrGyalrong	rGyalrong_Maerkang	below, under	10_belowunder	wu spoi	wu spoi	w u + s p o i	930	6 7 9 3 1 7 7	AX_ACYZ	WY_SPUI	8	8.W.C 8.Y.V 8._._ 8.S.C 8.P.C 8.U.V 8.I.V	2.0 1.5 0.0 2.0 1.5 1.3 0.8	wu+spoi	0	177 178
2057	19044	MuyaKangding	Muya-kangding	below, under	10_belowunder	mɐ̃³³tɕhø⁵³	mɐ̃³³tɕhø⁵³	m ³³/ɐ̃ tɕʰ ⁵³/ø	0	4 7 2 7	AXBZ	MECU	10	10.M.C 10.E.V 10.C.C 10.U.V	2.0 1.5 1.75 0.8	m³³/ɐ̃tɕʰ⁵³/ø	0	180
2058	22828	MuyaKangding	Muya-kangding	below, under	10_belowunder	nɑ³³to²⁴	nɑ³³to²⁴	n ³³/ɑ t ²⁴/o	0	4 7 1 7	AXBZ	NATU	10	10.N.C 10.A.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	n³³/ɑt²⁴/o	0	187
2509		MenyaGao	Menya-Gao	below, under	10_belowunder	1væ̠	1væ̠	¹ v æ̠	0	8 3 7	TBX	6BE	9	9.6.T 9.B.C 9.E.V	1.0 1.3 3.0	¹væ̠	0	179
2628	31058	OldBurmese	OldBurmese	below, under	10_belowunder	ʔo₂k	ʔo₂k	ʔ o ² k	1260	1 7 8 1	AXTN	HU6K	13	13.H.C 13.U.V 13.6.T 13.K.c	1.6 3.0 1.0 0.5	ʔo²k	0	173
2868	20421	QueyuXinlong	Queyu_Xinlong	below, under	10_belowunder	me¹³ntɕhə⁵⁵	me¹³ntɕhə⁵⁵	m ¹³/e n tɕʰ ⁵⁵/ə	0	4 7 4 2 7	AXMBZ	MENCE	15	15.M.C 15.E.V 15.N.c 15.C.C 15.E.V	2.0 1.5 1.1 1.75 0.8	m¹³/entɕʰ⁵⁵/ə	0	183
3231		QueyuPubarong	Queyu_pubarong	below, under	10_belowunder	wə	wə	w ə	0	6 7	AX	WE	14	14.W.C 14.E.V	2.0 1.5	wə	0	179
3399	38808	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	below, under	10_belowunder	ví	ví	v í	0	3 7	AX	BI	16	16.B.C 16.I.V	2.0 1.5	ví	0	179
3711		BragbarSitu	Bragbar Situ	below, under	10_belowunder	nō	nō	n ō/o	0	4 7	AX	NU	2	2.N.C 2.U.V	2.0 1.5	nō/o	0	170
3712		BragbarSitu	Bragbar Situ	below, under	10_belowunder	spōk	spōk	s p ō/o k	0	3 1 7 1	ACYN	SPUK	2	2.S.C 2.P.C 2.U.V 2.K.c	2.0 1.5 1.3 0.8	spō/ok	0	178
3713		BragbarSitu	Bragbar Situ	below, under	10_belowunder	a-vī	a-vī	a + v ī	0	7 9 3 7	X_AX	A_BI	2	2.A.V 2._._ 2.B.C 2.I.V	1.5 0.0 2.0 1.5	a+vī	0	189 179
3714		BragbarSitu	Bragbar Situ	below, under	10_belowunder	a-və̂	a-və̂	a + v ə̂/ə	0	7 9 3 7	X_AX	A_BE	2	2.A.V 2._._ 2.B.C 2.E.V	1.5 0.0 2.0 1.5	a+və̂/ə	0	189 179
4068		Geshiza	Geshiza	below, under	10_belowunder	kʰætɕʰi	kʰætɕʰi	kʰ æ tɕʰ i	0	1 7 2 7	AXBZ	KECI	4	4.K.C 4.E.V 4.C.C 4.I.V	2.0 1.5 1.75 0.8	kʰætɕʰi	0	172
4266		Geshiza	Geshiza	below, under	10_belowunder	və	və	v ə	0	3 7	AX	BE	4	4.B.C 4.E.V	2.0 1.5	və	0	179
4325		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	below, under	10_belowunder	ə³³qe⁵³	ə³³qe⁵³	ə ³³ q ⁵³/e	0	7 8 1 7	XTBZ	E4KE	5	5.E.V 5.4.T 5.K.C 5.E.V	3.0 1.0 1.3 0.7	ə³³q⁵³/e	0	173
4326		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	below, under	10_belowunder	ə³³cçʰu⁵³	ə³³cçʰu⁵³	ə ³³ c çʰ ⁵³/u	0	7 8 1 3 7	XTBCZ	E4CSY	5	5.E.V 5.4.T 5.C.C 5.S.C 5.Y.V	3.0 1.0 1.3 1.2 0.7	ə³³cçʰ⁵³/u	0	173
4327		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	below, under	10_belowunder	ɕe⁵³tʰa⁵³	ɕe⁵³tʰa⁵³	ɕ ⁵³/e tʰ ⁵³/a	0	3 7 1 7	AXBZ	SETA	5	5.S.C 5.E.V 5.T.C 5.A.V	2.0 1.5 1.75 0.8	ɕ⁵³/etʰ⁵³/a	0	190
4328		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	below, under	10_belowunder	ji³³tse⁵⁵tʰa	ji³³tse⁵⁵tʰa	j ³³/i ts ⁵⁵/e tʰ a	0	6 7 2 7 1 7	AXBYBZ	JICETA	5	5.J.C 5.I.V 5.C.C 5.E.V 5.T.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	j³³/its⁵⁵/etʰa	0	191
4329		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	below, under	10_belowunder	ɕe⁵⁵la³³	ɕe⁵⁵la³³	ɕ ⁵⁵/e l ³³/a	0	3 7 5 7	AXBZ	SELA	5	5.S.C 5.E.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	ɕ⁵⁵/el³³/a	0	188
4330		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	below, under	10_belowunder	ɕe⁵⁵ji³³la³³	ɕe⁵⁵ji³³la³³	ɕ ⁵⁵/e j ³³/i l ³³/a	0	3 7 6 7 5 7	AXBYBZ	SEJILA	5	5.S.C 5.E.V 5.J.C 5.I.V 5.L.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ɕ⁵⁵/ej³³/il³³/a	0	188
4664		NjorogsKhroskyabs	Njorogs_Khroskyabs	below, under	10_belowunder	a³³jis⁵⁵	a³³jis⁵⁵	a ³³ j i ⁵⁵/s	0	7 8 6 7 3	XTBYN	A4JIS	12	12.A.V 12.4.T 12.J.C 12.I.V 12.S.c	3.0 1.0 1.3 3.0 0.5	a³³ji⁵⁵/s	0	182
4687		NjorogsKhroskyabs	Njorogs_Khroskyabs	below, under	10_belowunder	ɕa⁵⁵jis³³	ɕa⁵⁵jis³³	ɕ ⁵⁵/a j i ³³/s	0	3 7 6 7 3	AXBYN	SAJIS	12	12.S.C 12.A.V 12.J.C 12.I.V 12.S.c	2.0 1.5 1.75 1.3 0.8	ɕ⁵⁵/aji³³/s	0	188
4708		NjorogsKhroskyabs	Njorogs_Khroskyabs	below, under	10_belowunder	ə³³cçʰe⁵⁵	ə³³cçʰe⁵⁵	ə ³³ c çʰ ⁵⁵/e	0	7 8 1 3 7	XTBCZ	E4CSE	12	12.E.V 12.4.T 12.C.C 12.S.C 12.E.V	3.0 1.0 1.3 1.2 0.7	ə³³cçʰ⁵⁵/e	0	173
5111		Tshobdun	Tshobdun	below, under	10_belowunder	pʰi	pʰi	pʰ i	0	1 7	AX	PI	18	18.P.C 18.I.V	2.0 1.5	pʰi	0	179
5507		NgyaltsuZbu	Ngyaltsu Zbu	below, under	10_belowunder	və-véʔ	və-véʔ	v ə + v é/e ʔ	0	3 7 9 3 7 1	AX_AXN	BE_BEH	11	11.B.C 11.E.V 11._._ 11.B.C 11.E.V 11.H.c	2.0 1.5 0.0 2.0 1.5 0.8	və+vé/eʔ	0	179 181
5626		Zlarong	Zlarong	below, under	10_belowunder	ke53re31	ke53re31	k ⁵³/e r ³¹/e	0	1 7 5 7	AXBZ	KERE	21	21.K.C 21.E.V 21.R.C 21.E.V	2.0 1.5 1.75 0.8	k⁵³/er³¹/e	0	185
5850		KyomkyoSitu	Kyomkyo_Situ	below, under	10_belowunder	taka	taka	t a k a	0	1 7 1 7	AXBZ	TAKA	7	7.T.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	taka	0	176
5851		KyomkyoSitu	Kyomkyo_Situ	below, under	10_belowunder	tapa	tapa	t a p a	0	1 7 1 7	AXBZ	TAPA	7	7.T.C 7.A.V 7.P.C 7.A.V	2.0 1.5 1.75 0.8	tapa	0	186
5852		KyomkyoSitu	Kyomkyo_Situ	below, under	10_belowunder	təspoʔk	təspoʔk	t ə s p o ʔ k	0	1 7 3 1 7 1 1	AXMBYLN	TESPUHK	7	7.T.C 7.E.V 7.S.c 7.P.C 7.U.V 7.H.c 7.K.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	təspoʔk	0	178
96		Bantawa	Kiranti_Bantawa	big	11_big	ɨdʰiwaŋ	ɨdʰiwaŋ	ɨ dʰ i w a ŋ	0	7 1 7 6 7 4	XBYBYN	ITIWAN	1	1.I.V 1.T.C 1.I.V 1.W.C 1.A.V 1.N.c	1.5 1.75 1.3 1.75 1.3 0.8	ɨdʰiwaŋ	0	211
277	19258	Daofu	rGyalrong_Daofu	big	11_big	gɛ cçhɛ	gɛ cçhɛ	g ɛ + c çʰ ɛ	1349	1 7 9 1 3 7	AX_ACX	KE_CSE	3	3.K.C 3.E.V 3._._ 3.C.C 3.S.C 3.E.V	2.0 1.5 0.0 2.0 1.5 1.5	gɛ+cçʰɛ	0	213 214
548	578	Japhug	rGyalrong_Japhug	big	11_big	wxti	wxti	w x t i	29701	6 3 1 7	AMBZ	WGTI	6	6.W.C 6.G.c 6.T.C 6.I.V	2.0 1.1 1.75 0.8	wxti	0	217
922	38013	Tangut	Tangut	big	11_big	khwej	khwej	kʰ w e j	10181	1 6 7 6	ACXN	KWEJ	17	17.K.C 17.W.C 17.E.V 17.J.c	2.0 1.5 1.5 0.8	kʰwej	0	224
1249	31562	WobziKhroskyabs	Khroskyabs_Wobzi	big	11_big	qʰrɑ́	qʰrɑ́	qʰ r ɑ́/ɑ	3734	1 5 7	ACX	KRA	19	19.K.C 19.R.C 19.A.V	2.0 1.5 1.5	qʰrɑ́/ɑ	0	216
1544	21751	Zhaba	Qiangic_Zhaba	big	11_big	tɕi⁵⁵tɕi⁵⁵	tɕi⁵⁵tɕi⁵⁵	tɕ ⁵⁵/i tɕ ⁵⁵/i	29701	2 7 2 7	AXBZ	CICI	20	20.C.C 20.I.V 20.C.C 20.I.V	2.0 1.5 1.75 0.8	tɕ⁵⁵/itɕ⁵⁵/i	0	225
1812	17996	MaerkangrGyalrong	rGyalrong_Maerkang	big	11_big	kə ktᴇ	kə ktᴇ	k ə + k t ɛ	29701	1 7 9 1 1 7	AX_ACZ	KE_KTE	8	8.K.C 8.E.V 8._._ 8.K.C 8.T.C 8.E.V	2.0 1.5 0.0 2.0 1.5 0.8	kə+ktɛ	0	213 219
2059	22985	MuyaKangding	Muya-kangding	big	11_big	ki³³kɐ⁵³	ki³³kɐ⁵³	k ³³/i k ⁵³/ɐ	0	1 7 1 7	AXBZ	KIKE	10	10.K.C 10.I.V 10.K.C 10.E.V	2.0 1.5 1.75 0.8	k³³/ik⁵³/ɐ	0	220
2361		MenyaGao	Menya-Gao	big	11_big	1kikʌ	1kikʌ	¹ k i k ʌ	0	8 1 7 1 7	TBXBZ	6KIKE	9	9.6.T 9.K.C 9.I.V 9.K.C 9.E.V	1.0 1.3 3.0 1.3 0.7	¹kikʌ	0	220
